GLOBALEVENTID,MonthYear,QuadClass,Actor1CountryCode,Actor2CountryCode,SubEventType,GoldsteinScale,SOURCEURL
1041246690,202204,3,RUS,UKR,3,-5.0,https://www.irishnews.com/news/worldnews/2022/04/26/news/russian-diplomat-warns-ukraine-against-provoking-third-world-war-as-city-falls--2652502/
1041252855,202204,3,RUS,UKR,3,-5.0,https://geopoliticalfutures.com/the-ukraine-war-redefined/
1041300771,202204,3,RUS,UKR,3,-5.0,https://www.pressenza.com/2022/04/jeremy-corbyn-now-let-us-talk-peace/
1041310275,202204,3,RUS,UKR,3,-5.0,http://www.slguardian.org/search?updated-max=2022-04-26T09:07:00+05:30&max-results=6
1039416970,202204,4,RUS,UKR,3,-7.2,https://www.mirror.co.uk/news/world-news/vladimir-putin-orders-media-blackout-26714071
1039416972,202204,4,RUS,UKR,3,-7.2,https://www.mirror.co.uk/news/world-news/vladimir-putin-orders-media-blackout-26714071
1039412418,202204,4,RUS,UKR,3,-7.2,https://www.dailymail.co.uk/news/article-10719361/Ukraine-war-Kyiv-attacks-inside-Russia-Moscow-claims.html
1039416969,202204,4,RUS,UKR,3,-7.2,https://www.mirror.co.uk/news/world-news/vladimir-putin-orders-media-blackout-26714071
1039450012,202204,4,RUS,UKR,3,-7.2,https://www.aljazeera.com/news/2022/4/14/russia-says-ukrainian-helicopters-staged-cross-border-attack
1040318024,202204,3,RUS,UKR,3,-4.0,https://www.newsx.com/world/russia-rejects-appeals-for-ceasefire-calls-it-attempt-to-rearm-ukrainian-fighters.html
1040318030,202204,3,RUS,UKR,3,-4.0,https://www.newsx.com/world/russia-rejects-appeals-for-ceasefire-calls-it-attempt-to-rearm-ukrainian-fighters.html
1040318023,202204,3,RUS,UKR,3,-4.0,https://www.newsx.com/world/russia-rejects-appeals-for-ceasefire-calls-it-attempt-to-rearm-ukrainian-fighters.html
1040318029,202204,3,RUS,UKR,3,-4.0,https://www.newsx.com/world/russia-rejects-appeals-for-ceasefire-calls-it-attempt-to-rearm-ukrainian-fighters.html
1040204619,202204,3,RUS,UKR,3,-4.0,https://www.understandingwar.org/backgrounder/russian-offensive-campaign-assessment-april-19
1040204620,202204,3,RUS,UKR,3,-4.0,https://www.understandingwar.org/backgrounder/russian-offensive-campaign-assessment-april-19
1041432840,202204,3,RUS,UKR,3,-5.0,https://menafn.com/1104103373/Jeremy-Corbyn-Now-let-us-talk-peace
1041432841,202204,3,RUS,UKR,3,-5.0,https://menafn.com/1104103373/Jeremy-Corbyn-Now-let-us-talk-peace
1037325336,202204,3,RUS,UKR,3,-4.0,https://news.err.ee/1608552535/foreign-ministry-official-no-indication-russia-has-abandoned-goals
1037396717,202204,3,RUS,UKR,3,-5.0,https://www.southcarolinapublicradio.org/2022-04-02/ukraine-latest-russian-forces-pull-back-from-kyiv
1037358912,202204,3,RUS,UKR,3,-4.0,http://www.msn.com/en-us/news/world/russia-ukraine-live-updates-russians-leaving-catastrophic-situation-zelenskyy/ar-AAUXmAT
1037337940,202204,3,RUS,UKR,3,-4.0,https://www.kcci.com/article/crisis-in-ukraine-april-2-2022/39615603
1037337941,202204,3,RUS,UKR,3,-4.0,https://www.kcci.com/article/crisis-in-ukraine-april-2-2022/39615603
1039788094,202204,3,RUS,UKR,3,-5.0,https://www.euronews.com/2022/04/17/ukraine-war-no-humanitarian-corridors-on-sunday-due-to-lack-of-agreement-with-russia-says-
1039814365,202204,3,RUS,UKR,3,-5.0,https://abcnews.go.com/Politics/mariupol-besieged-fallen-ukrainian-pm/story?id=84122574
1039842091,202204,4,RUS,UKR,3,-7.2,https://www.mirror.co.uk/news/world-news/five-dead-20-injured-russians-26732886
1039842092,202204,4,RUS,UKR,3,-7.2,https://www.mirror.co.uk/news/world-news/five-dead-20-injured-russians-26732886
1039842093,202204,4,RUS,UKR,3,-7.2,https://www.mirror.co.uk/news/world-news/five-dead-20-injured-russians-26732886
1041675966,202204,3,RUS,UKR,3,-4.0,https://neweasterneurope.eu/2022/04/28/what-next-after-two-months-of-war/
1041675965,202204,3,RUS,UKR,3,-4.0,https://neweasterneurope.eu/2022/04/28/what-next-after-two-months-of-war/
1041675967,202204,3,RUS,UKR,3,-4.0,https://neweasterneurope.eu/2022/04/28/what-next-after-two-months-of-war/
1038599970,202204,4,RUS,UKR,3,-7.2,http://www.msn.com/en-nz/news/world/the-russians-are-trying-to-obliterate-us-you-think-that-we-d-agree-to-half-measures-now/ar-AAW2Di5
1041007505,202204,3,RUS,UKR,3,-5.0,https://www.redriverradio.org/2022-04-24/the-war-has-many-ukrainians-who-speak-russian-abandoning-the-language
1038214917,202204,4,RUS,UKR,3,-7.2,https://news.yahoo.com/ordinary-people-extraordinary-things-civilian-134811654.html
1038226039,202204,4,RUS,UKR,3,-7.2,https://www.huffpost.com/entry/ukraine-civilian-resistance-russia_n_624e0748e4b0e44de9ca9a6d
1038214915,202204,4,RUS,UKR,3,-7.2,https://news.yahoo.com/ordinary-people-extraordinary-things-civilian-134811654.html
1038124490,202204,4,RUS,UKR,3,-7.2,https://www.dailystar.co.uk/news/world-news/ukrainian-dog-guards-body-owner-26653695
1038214916,202204,4,RUS,UKR,3,-7.2,https://news.yahoo.com/ordinary-people-extraordinary-things-civilian-134811654.html
1038194683,202204,4,RUS,UKR,3,-7.2,https://today.umd.edu/terps-unite-to-support-ukraine
1037961169,202204,4,RUS,UKR,3,-7.2,https://bdnews24.com/world/2022/04/06/hackers-fake-claims-of-ukrainian-surrender-arent-fooling-anyone.-so-whats-their-goal
1037961174,202204,4,RUS,UKR,3,-7.2,https://bdnews24.com/world/2022/04/06/hackers-fake-claims-of-ukrainian-surrender-arent-fooling-anyone.-so-whats-their-goal
1037961168,202204,4,RUS,UKR,3,-7.2,https://bdnews24.com/world/2022/04/06/hackers-fake-claims-of-ukrainian-surrender-arent-fooling-anyone.-so-whats-their-goal
1037961173,202204,4,RUS,UKR,3,-7.2,https://bdnews24.com/world/2022/04/06/hackers-fake-claims-of-ukrainian-surrender-arent-fooling-anyone.-so-whats-their-goal
1039568366,202204,4,RUS,UKR,3,-7.2,http://www.msn.com/en-us/news/world/cia-director-says-us-not-taking-russian-nuclear-threat-lightly/ar-AAWfLUb
1039568367,202204,4,RUS,UKR,3,-7.2,http://www.msn.com/en-us/news/world/cia-director-says-us-not-taking-russian-nuclear-threat-lightly/ar-AAWfLUb
1039568365,202204,4,RUS,UKR,3,-7.2,http://www.msn.com/en-us/news/world/cia-director-says-us-not-taking-russian-nuclear-threat-lightly/ar-AAWfLUb
1039565905,202204,4,RUS,UKR,3,-7.2,https://menafn.com/1104030430/The-big-showdown-Carthage-in-the-Donbas&source=24
1039565904,202204,4,RUS,UKR,3,-7.2,https://menafn.com/1104030430/The-big-showdown-Carthage-in-the-Donbas&source=24
1040872462,202204,3,RUS,UKR,3,-2.0,https://borneobulletin.com.bn/ukrainian-counterattacks-slowing-russian-offensive/
1040872464,202204,3,RUS,UKR,3,-2.0,https://borneobulletin.com.bn/ukrainian-counterattacks-slowing-russian-offensive/
1040808943,202204,3,RUS,UKR,3,-2.0,https://www.theepochtimes.com/live-updates-russia-ukraine-war-april-23_4422190.html
1040808945,202204,3,RUS,UKR,3,-2.0,https://www.theepochtimes.com/live-updates-russia-ukraine-war-april-23_4422190.html
1040850065,202204,3,RUS,UKR,3,-2.0,https://www.theguardian.com/world/2022/apr/23/women-and-children-beg-for-help-in-video-from-besieged-mariupol-steel-factory
1040841555,202204,3,RUS,UKR,3,-2.0,http://www.msn.com/en-nz/news/world/russia-attacks-mariupol-steel-plant-days-after-putin-ordered-troops-not-to-storm-it-says-ukraine/ar-AAWvXq2
1040841569,202204,3,RUS,UKR,3,-2.0,http://www.msn.com/en-nz/news/world/russia-attacks-mariupol-steel-plant-days-after-putin-ordered-troops-not-to-storm-it-says-ukraine/ar-AAWvXq2
1040808944,202204,3,RUS,UKR,3,-2.0,https://www.theepochtimes.com/live-updates-russia-ukraine-war-april-23_4422190.html
1038952084,202204,3,RUS,UKR,3,-2.0,https://frontnews.ge/en/news/details/22753
1039002909,202204,3,RUS,UKR,3,-2.0,https://kxel.com/2022/04/12/russia-ukraine-live-updates-ukraine-investigating-alleged-chemical-attack-in-mariupol/
1039071309,202204,3,RUS,UKR,3,-2.0,https://cacm.acm.org/news/259991-satellite-modems-nexus-of-worst-cyberattack-of-ukraine-war/fulltext
1038912406,202204,2,RUS,UKR,3,-2.0,https://abc17news.com/news/2022/04/11/ukraines-prosecutor-general-says-office-is-investigating-5800-cases-of-russian-war-crimes/
1038999498,202204,3,RUS,UKR,3,-2.0,https://peacefmonline.com/pages/local/social/202204/464391.php
1039029997,202204,3,RUS,UKR,3,-2.0,https://weisradio.com/2022/04/12/russia-ukraine-live-updates-russian-forces-accused-of-chemical-attack-in-mariupol/
1038912367,202204,3,RUS,UKR,3,-2.0,https://www.bignewsnetwork.com/news/272472649/russia-launches-probe-over-ukrainian-isis-style-social-ad
1038912371,202204,3,RUS,UKR,3,-2.0,https://www.bignewsnetwork.com/news/272472649/russia-launches-probe-over-ukrainian-isis-style-social-ad
1038912372,202204,3,RUS,UKR,3,-2.0,https://www.bignewsnetwork.com/news/272472649/russia-launches-probe-over-ukrainian-isis-style-social-ad
1038918942,202204,3,RUS,UKR,3,-2.0,https://www.europesun.com/news/272472382/questions-arise-about-death-of-pro-russian-ex-mp-in-bucha
1039014084,202204,3,RUS,UKR,3,-2.0,https://economictimes.indiatimes.com/news/international/world-news/zelensky-accuses-russian-troops-of-hundreds-of-rapes/articleshow/90803838.cms
1039027720,202204,3,RUS,UKR,3,-2.0,https://www.jamaicaobserver.com/latestnews/Putin_vows_Russia_will_press_Ukraine_invasion_until_goals_met?profile=9614
1038913938,202204,3,RUS,UKR,3,-2.0,https://www.malaymail.com/news/world/2022/04/12/rescuers-find-seven-bodies-in-ruined-town-near-kyiv-search-for-more/2053006
1038918915,202204,3,RUS,UKR,3,-2.0,https://www.europesun.com/news/272472382/questions-arise-about-death-of-pro-russian-ex-mp-in-bucha
1038918941,202204,3,RUS,UKR,3,-2.0,https://www.europesun.com/news/272472382/questions-arise-about-death-of-pro-russian-ex-mp-in-bucha
1038945366,202204,3,RUS,UKR,3,-2.0,https://www.mirror.co.uk/news/world-news/rescuers-find-seven-bodies-devastated-26690953
1039053371,202204,3,RUS,UKR,3,-2.0,https://www.newsweek.com/ukraine-warns-russian-terrorist-attacks-its-own-territory-1697375
1039053376,202204,3,RUS,UKR,3,-2.0,https://www.newsweek.com/ukraine-warns-russian-terrorist-attacks-its-own-territory-1697375
1039053375,202204,3,RUS,UKR,3,-2.0,https://www.newsweek.com/ukraine-warns-russian-terrorist-attacks-its-own-territory-1697375
1038994091,202204,3,RUS,UKR,3,-2.0,https://www.kuna.net.kw/ArticleDetails.aspx?id=3034022&language=en
1038918914,202204,3,RUS,UKR,3,-2.0,https://www.europesun.com/news/272472382/questions-arise-about-death-of-pro-russian-ex-mp-in-bucha
1038918940,202204,3,RUS,UKR,3,-2.0,https://www.europesun.com/news/272472382/questions-arise-about-death-of-pro-russian-ex-mp-in-bucha
1039037694,202204,3,RUS,UKR,3,-2.0,https://www.newsweek.com/putin-vows-wage-war-until-russia-claims-victory-peace-talks-collapse-1697335
1039053370,202204,3,RUS,UKR,3,-2.0,https://www.newsweek.com/ukraine-warns-russian-terrorist-attacks-its-own-territory-1697375
1038943982,202204,3,RUS,UKR,3,-2.0,https://www3.nhk.or.jp/nhkworld/en/news/20220412_09/
1038971602,202204,3,RUS,UKR,3,-2.0,https://www.stripes.com/theaters/europe/2022-04-12/mariupol-ukraine-civilian-causalities-5660785.html
1040618404,202204,2,RUS,UKR,3,-2.0,https://ktvz.com/news/2022/04/21/mass-graves-near-besieged-ukrainian-city-mariupol-are-evidence-of-war-crimes-say-ukrainian-officials/
1040618410,202204,2,RUS,UKR,3,-2.0,https://ktvz.com/news/2022/04/21/mass-graves-near-besieged-ukrainian-city-mariupol-are-evidence-of-war-crimes-say-ukrainian-officials/
1040673969,202204,2,RUS,UKR,3,-2.0,https://www.dailystar.co.uk/news/world-news/russian-war-crimes-worst-investigators-26771998
1040703394,202204,3,RUS,UKR,3,-2.0,http://www.coastaldigest.com/news-top-story/innocents-were-made-hit-streets-and-become-violent-hubballi-home-minister
1040703393,202204,3,RUS,UKR,3,-2.0,http://www.coastaldigest.com/news-top-story/innocents-were-made-hit-streets-and-become-violent-hubballi-home-minister
1040703395,202204,3,RUS,UKR,3,-2.0,http://www.coastaldigest.com/news-top-story/innocents-were-made-hit-streets-and-become-violent-hubballi-home-minister
1040703396,202204,3,RUS,UKR,3,-2.0,http://www.coastaldigest.com/news-top-story/innocents-were-made-hit-streets-and-become-violent-hubballi-home-minister
1040670719,202204,2,RUS,UKR,3,-2.0,https://www.latimes.com/world-nation/story/2022-04-22/explainer-us-boosting-supply-heavy-arms-ukraine
1040703412,202204,3,RUS,UKR,3,-2.0,http://www.coastaldigest.com/news-top-story/innocents-were-made-hit-streets-and-become-violent-hubballi-home-minister
1040699887,202204,3,RUS,UKR,3,-2.0,https://www.nbcnews.com/news/world/mariupol-mass-graves-identified-satellite-images-rcna25530
1040675391,202204,3,RUS,UKR,3,-2.0,https://www.nbcnews.com/news/world/russia-ukraine-war-jewish-community-buries-dead-passover-kyiv-rcna25535
1040675392,202204,3,RUS,UKR,3,-2.0,https://www.nbcnews.com/news/world/russia-ukraine-war-jewish-community-buries-dead-passover-kyiv-rcna25535
1040703413,202204,3,RUS,UKR,3,-2.0,http://www.coastaldigest.com/news-top-story/innocents-were-made-hit-streets-and-become-violent-hubballi-home-minister
1040618403,202204,2,RUS,UKR,3,-2.0,https://ktvz.com/news/2022/04/21/mass-graves-near-besieged-ukrainian-city-mariupol-are-evidence-of-war-crimes-say-ukrainian-officials/
1040703397,202204,3,RUS,UKR,3,-2.0,http://www.coastaldigest.com/news-top-story/innocents-were-made-hit-streets-and-become-violent-hubballi-home-minister
1040703398,202204,3,RUS,UKR,3,-2.0,http://www.coastaldigest.com/news-top-story/innocents-were-made-hit-streets-and-become-violent-hubballi-home-minister
1040626737,202204,3,RUS,UKR,3,-2.0,https://www.kvnf.org/npr-news/2022-04-22/possible-mass-graves-near-mariupol-shown-in-satellite-images
1040675255,202204,3,RUS,UKR,3,-2.0,https://www.nbcnews.com/news/world/russia-ukraine-war-jewish-community-buries-dead-passover-kyiv-rcna25535
1040699886,202204,3,RUS,UKR,3,-2.0,https://www.nbcnews.com/news/world/mariupol-mass-graves-identified-satellite-images-rcna25530
1040699888,202204,3,RUS,UKR,3,-2.0,https://www.nbcnews.com/news/world/mariupol-mass-graves-identified-satellite-images-rcna25530
1040670720,202204,2,RUS,UKR,3,-2.0,https://www.latimes.com/world-nation/story/2022-04-22/explainer-us-boosting-supply-heavy-arms-ukraine
1040650708,202204,2,RUS,UKR,3,-2.0,https://news.yahoo.com/photojournalist-describes-what-russia-left-behind-in-bucha-its-apocalyptic-090001901.html
1042146729,202204,3,RUS,UKR,3,-2.0,https://www.dw.com/en/ukraines-zelenskyy-says-100-civilians-evacuated-from-mariupol-steel-plant-live-updates/a-61648396
1042146730,202204,3,RUS,UKR,3,-2.0,https://www.dw.com/en/ukraines-zelenskyy-says-100-civilians-evacuated-from-mariupol-steel-plant-live-updates/a-61648396
1041991304,202204,3,RUS,UKR,3,-2.0,https://www.sfgate.com/news/article/Live-updates-UK-Russian-forces-have-weakened-17138372.php
1041986584,202204,3,RUS,UKR,3,-2.0,https://www.businessinsider.in/international/news/pentagon-spokesperson-john-kirby-gets-emotional-talking-about-the-depravity-of-the-atrocities-putins-forces-are-committing-in-ukraine/articleshow/91192270.cms
1042008962,202204,3,RUS,UKR,3,-2.0,https://www.msn.com/en-us/news/world/russian-advance-slowed-by-ukraine-s-strong-defense-west-says-mariupol-residents-begging-to-get-saved-live-updates/ar-AAWLYma
1042008975,202204,3,RUS,UKR,3,-2.0,https://www.msn.com/en-us/news/world/russian-advance-slowed-by-ukraine-s-strong-defense-west-says-mariupol-residents-begging-to-get-saved-live-updates/ar-AAWLYma
1042053498,202204,3,RUS,UKR,3,-2.0,https://wcfcourier.com/news/world/how-burying-the-dead-keeps-the-living-human/article_3854a864-2672-583c-bfd4-9be59447a34a.html
1042053502,202204,3,RUS,UKR,3,-2.0,https://wcfcourier.com/news/world/how-burying-the-dead-keeps-the-living-human/article_3854a864-2672-583c-bfd4-9be59447a34a.html
1042053499,202204,3,RUS,UKR,3,-2.0,https://wcfcourier.com/news/world/how-burying-the-dead-keeps-the-living-human/article_3854a864-2672-583c-bfd4-9be59447a34a.html
1042053503,202204,3,RUS,UKR,3,-2.0,https://wcfcourier.com/news/world/how-burying-the-dead-keeps-the-living-human/article_3854a864-2672-583c-bfd4-9be59447a34a.html
1042034754,202204,3,RUS,UKR,3,-2.0,https://www.businessinsider.com/wives-soldiers-trapped-mariupol-call-for-evacuation-of-forces-2022-4
1042049647,202204,3,RUS,UKR,3,-2.0,https://www.telegraph.co.uk/world-news/2022/04/30/fuel-shortages-now-add-ukraines-woes/
1042020565,202204,3,RUS,UKR,3,-2.0,https://www.businessworld.in/article/Russia-Steps-Up-Offensive-In-Donbas-Region/30-04-2022-427203/
1042050965,202204,3,RUS,UKR,3,-2.0,https://www.business-standard.com/article/international/ukraine-says-russian-strike-knocks-out-odesa-airport-122043000973_1.html
1042020605,202204,3,RUS,UKR,3,-2.0,https://www.businessworld.in/article/Russia-Steps-Up-Offensive-In-Donbas-Region/30-04-2022-427203/
1042020621,202204,3,RUS,UKR,3,-2.0,https://www.businessworld.in/article/Russia-Steps-Up-Offensive-In-Donbas-Region/30-04-2022-427203/
1042051050,202204,3,RUS,UKR,3,-2.0,https://www.business-standard.com/article/international/ukraine-says-russian-strike-knocks-out-odesa-airport-122043000973_1.html
1041998605,202204,3,RUS,UKR,3,-2.0,https://www.telegraph.co.uk/world-news/2022/04/30/ukraine-news-russia-putin-war-mariupol-evacuation-mobilisation/
1041998611,202204,3,RUS,UKR,3,-2.0,https://www.telegraph.co.uk/world-news/2022/04/30/ukraine-news-russia-putin-war-mariupol-evacuation-mobilisation/
1041999668,202204,3,RUS,UKR,3,-2.0,https://www.record-eagle.com/nation_world/live-updates-lavrov-1-million-evacuated-from-ukraine/article_debbcf84-5514-5506-9f7c-1f6adc63f402.html
1042014619,202204,3,RUS,UKR,3,-2.0,https://www.newsweek.com/newsweek-russia-weapons-chemical-nuclear-bonnie-jenkins-antonov-1702411
1042014620,202204,3,RUS,UKR,3,-2.0,https://www.newsweek.com/newsweek-russia-weapons-chemical-nuclear-bonnie-jenkins-antonov-1702411
1042010084,202204,3,RUS,UKR,3,-2.0,https://www.usatoday.com/story/news/politics/2022/04/30/ukraine-russia-invasion-live-updates/9590197002/
1041956671,202204,3,RUS,UKR,3,-2.0,https://www.keighleynews.co.uk/news/20105834.russia-seeking-empty-donbas-people---zelensky/
1041956728,202204,3,RUS,UKR,3,-2.0,https://www.keighleynews.co.uk/news/20105834.russia-seeking-empty-donbas-people---zelensky/
1042049645,202204,3,RUS,UKR,3,-2.0,https://www.telegraph.co.uk/world-news/2022/04/30/fuel-shortages-now-add-ukraines-woes/
1042061960,202204,3,RUS,UKR,3,-2.0,https://www.durangoherald.com/articles/live-updates-uk-russian-forces-have-weakened-morale/
1042058073,202204,3,RUS,UKR,3,-2.0,https://calgaryherald.com:443/news/world/ukraine-says-russia-pounding-donbas-failing-to-take-targets/wcm/3af093fa-50e9-4d61-91e8-8dabfd0bc3e3
1042058074,202204,3,RUS,UKR,3,-2.0,https://calgaryherald.com:443/news/world/ukraine-says-russia-pounding-donbas-failing-to-take-targets/wcm/3af093fa-50e9-4d61-91e8-8dabfd0bc3e3
1042020606,202204,3,RUS,UKR,3,-2.0,https://www.businessworld.in/article/Russia-Steps-Up-Offensive-In-Donbas-Region/30-04-2022-427203/
1042020566,202204,3,RUS,UKR,3,-2.0,https://www.businessworld.in/article/Russia-Steps-Up-Offensive-In-Donbas-Region/30-04-2022-427203/
1042049646,202204,3,RUS,UKR,3,-2.0,https://www.telegraph.co.uk/world-news/2022/04/30/fuel-shortages-now-add-ukraines-woes/
1037631553,202204,3,RUS,UKR,3,-2.0,https://www.newsweek.com/ukraine-war-volodymyr-zelensky-visits-bucha-difficult-talk-dead-civilians-russia-1694798
1037521140,202204,3,RUS,UKR,3,-2.0,https://www.nvdaily.com/associated_press_national/ap-photos-on-day-39-horrific-findings-after-russian-retreat/article_e2be5675-0d5d-5062-8e9a-cbc87160664d.html
1037521183,202204,3,RUS,UKR,3,-2.0,https://www.nvdaily.com/associated_press_national/ap-photos-on-day-39-horrific-findings-after-russian-retreat/article_e2be5675-0d5d-5062-8e9a-cbc87160664d.html
1037521184,202204,3,RUS,UKR,3,-2.0,https://talkradio1080.iheart.com/content/2022-04-03-ukrainian-president-zelensky-says-russians-laying-mines-in-civilian-areas/
1037534386,202204,3,RUS,UKR,3,-2.0,https://www.onenewspage.com/n/World/1zobamp11r/Russia-Ukraine-War-Volodymyr-Zelensky-Calls-Russian-Attack.htm
1037539391,202204,3,RUS,UKR,3,-2.0,https://www.indiatoday.in/world/russia-ukraine-war/story/russia-ukraine-war-news-live-updates-vladimir-putin-zelenskyy-biden-nato-moscow-kyiv-1933108-2022-04-04
1037564882,202204,3,RUS,UKR,3,-2.0,https://www.thejournal.ie/ukraine-live-latest-developments-5729140-Apr2022/
1037564883,202204,3,RUS,UKR,3,-2.0,https://www.thejournal.ie/ukraine-live-latest-developments-5729140-Apr2022/
