MonthYear,Actor2CountryCode,QuadClass,SubEventType,GoldsteinScale,Record Count
202101,AFG,4,4,-209.4,41
202101,AFG,4,3,-195.5,20
202101,AFG,4,1,-30,6
202101,AFG,2,3,-4,2
202101,AGO,4,3,-96,10
202101,ARE,4,1,-40,5
202101,ARE,4,4,-10,2
202101,ARG,4,3,-20,2
202101,AUS,1,5,-0.3,1
202101,AUS,3,1,-11.6,2
202101,AUS,4,2,-135,27
202101,AUS,2,3,-24,12
202101,AUS,4,5,-895,179
202101,AUS,4,3,-1016.4,105
202101,AUS,3,2,-148,24
202101,AUS,3,5,-17,4
202101,AUS,4,4,-259.5,51
202101,AUS,3,4,-28,11
202101,AUS,4,1,-640,106
202101,AUS,3,3,-32,6
202101,AUT,3,1,-25,5
202101,AZE,4,3,-30,3
202101,BEL,4,3,-19,2
202101,BEL,3,2,-6.5,1
202101,BEL,4,2,-10,2
202101,BEL,4,4,-25,5
202101,BEL,3,3,-7,1
202101,BGD,4,3,-59,6
202101,BGD,3,2,-71.5,11
202101,BGD,4,5,-10,2
202101,BLR,3,4,-20,4
202101,BLR,3,2,-6.5,1
202101,BRA,3,1,-10,2
202101,BRA,3,5,-8,2
202101,BRA,4,3,-1119,112
202101,BRA,3,4,-46,23
202101,BRA,4,5,-120,24
202101,BRA,4,1,-48,11
202101,BRN,3,2,-19.5,3
202101,BRN,4,1,-85,11
202101,BRN,3,4,-26,10
202101,BRN,4,3,-827.9,88
202101,BRN,4,4,-132.40000000000000,18
202101,BRN,3,3,-41,8
202101,CAN,4,1,-49,10
202101,CAN,3,5,-15,3
202101,CAN,2,5,-2,1
202101,CAN,4,3,-223.4,23
202101,CAN,3,1,-11.6,2
202101,CAN,3,2,-51,9
202101,CAN,4,2,-10,2
202101,CAN,4,4,-862,152
202101,CAN,1,5,-3.3000000000000000,11
202101,CAN,3,4,-4,2
202101,CAN,4,5,-95,19
202101,CHE,4,4,-10,2
202101,CHE,3,3,-70,10
202101,CHE,4,1,-24,4
202101,CHE,4,5,-5,1
202101,CHE,4,2,-10,2
202101,CHE,3,4,-8,4
202101,CHE,4,3,-30,3
202101,CHL,4,1,-8,1
202101,CHL,4,3,-20,2
202101,COL,4,4,-18,2
202101,CUB,4,3,-110,11
202101,CUB,4,1,-24,4
202101,CUB,3,5,-8,2
202101,DEU,4,3,-91.1,10
202101,DEU,4,5,-48.4,8
202101,DEU,4,4,-15,3
202101,DEU,4,1,-80,11
202101,DEU,3,4,-10,5
202101,DEU,3,2,-39,6
202101,DJI,4,3,-47.5,5
202101,DNK,4,4,-10,2
202101,DNK,4,5,-10,2
202101,DNK,4,3,-40,4
202101,DZA,4,3,-260,26
202101,EGY,4,4,-20,2
202101,EGY,4,3,-128.5,13
202101,ESP,4,3,-30,3
202101,ESP,3,4,-4,2
202101,ETH,4,5,-15,3
202101,ETH,3,4,-4,2
202101,FJI,4,4,-5,1
202101,FJI,4,1,-8,1
202101,FRA,3,4,-18,9
202101,FRA,4,2,-5,1
202101,FRA,4,4,-34,5
202101,FRA,3,2,-13,2
202101,FRA,4,3,-150,15
202101,FRA,3,1,-11.6,2
202101,FRA,4,1,-68,11
202101,FRA,4,5,-15,3
202101,GBR,4,3,-1120.8,114
202101,GBR,3,1,-20,4
202101,GBR,1,5,-0.6,2
202101,GBR,3,4,-156,36
202101,GBR,4,2,-10,2
202101,GBR,3,3,-25,5
202101,GBR,4,4,-362.2,66
202101,GBR,1,2,-0.6,2
202101,GBR,3,2,-138,22
202101,GBR,4,1,-261,37
202101,GBR,4,5,-195,39
202101,GHA,3,4,-10,2
202101,GHA,4,3,-70,7
202101,GHA,4,1,-10,2
202101,GRC,4,3,-10,1
202101,GRC,4,1,-12,3
202101,GUY,4,5,-28.4,4
202101,GUY,4,2,-15,3
202101,HRV,4,5,-5,1
202101,HUN,4,3,-80,8
202101,HUN,3,2,-13,2
202101,IDN,3,3,-12,6
202101,IDN,3,4,-29,10
202101,IDN,4,4,-78,14
202101,IDN,4,2,-5,1
202101,IDN,3,2,-42,6
202101,IDN,1,5,-0.6,2
202101,IDN,4,5,-43.4,7
202101,IDN,4,3,-1009.5,101
202101,IND,3,5,-5,1
202101,IND,3,4,-2,1
202101,IND,3,2,-93,14
202101,IND,4,5,-70,14
202101,IND,4,3,-1326.7,133
202101,IND,4,4,-462.50000000000000,68
202101,IND,4,1,-16,4
202101,IND,3,3,-5,1
202101,IRL,3,4,-10,2
202101,IRL,4,5,-75,15
202101,IRL,3,5,-4,1
202101,IRL,1,5,-0.6,2
202101,IRL,4,4,-14.4,2
202101,IRN,3,2,-19.5,3
202101,IRN,4,1,-160,23
202101,IRN,3,1,-5.8,1
202101,IRN,3,4,-27,6
202101,IRN,3,3,-28,4
202101,IRN,4,3,-360,36
202101,IRN,4,2,-5,1
202101,IRN,4,5,-50,10
202101,IRN,4,4,-45,5
202101,IRQ,4,4,-10,1
202101,IRQ,4,3,-130,13
202101,IRQ,1,3,-0.3,1
202101,ISR,4,1,-34,8
202101,ISR,4,5,-5,1
202101,ISR,4,4,-5,1
202101,ISR,3,2,-6.5,1
202101,ISR,4,3,-120,12
202101,ISR,4,2,-10,2
202101,ITA,3,2,-7.5,1
202101,ITA,4,1,-28,7
202101,ITA,4,4,-60,12
202101,ITA,4,5,-9.2,1
202101,ITA,4,3,-50,5
202101,JOR,3,4,-4,2
202101,JPN,4,4,-157.8,27
202101,JPN,3,4,-4,2
202101,JPN,4,3,-714.3,74
202101,JPN,3,3,-35,5
202101,JPN,4,5,-130,26
202101,JPN,3,2,-245,38
202101,JPN,4,1,-44,10
202101,KAZ,4,5,-55,11
202101,KAZ,4,1,-5,1
202101,KAZ,4,4,-95,19
202101,KAZ,4,3,-9.5,1
202101,KEN,4,4,-15,3
202101,KEN,4,3,-120,12
202101,KEN,4,1,-4,1
202101,KGZ,3,2,-6.5,1
202101,KGZ,4,3,-29,3
202101,KGZ,4,1,-8,2
202101,KHM,4,4,-30,6
202101,KHM,4,3,-137.2,14
202101,KHM,3,4,-12,6
202101,KHM,3,2,-13,2
202101,KHM,4,1,-19,4
202101,KHM,4,5,-10,2
202101,KOR,3,2,-19.5,3
202101,KOR,4,4,-31.600000000000000,5
202101,KOR,4,1,-56,8
202101,KOR,4,3,-217,22
202101,KOR,3,4,-11,4
202101,KOR,4,5,-53.400000000000000,9
202101,LAO,3,4,-6,3
202101,LAO,3,2,-24,6
202101,LBN,4,3,-220,22
202101,LBN,4,4,-5,1
202101,LKA,4,4,-35,4
202101,LKA,4,5,-5,1
202101,LKA,4,3,-58.5,6
202101,LKA,4,1,-16,3
202101,LTU,4,5,-30,6
202101,LTU,4,3,-120,12
202101,LTU,4,1,-80,11
202101,LUX,4,4,-5,1
202101,MEX,3,1,-4,1
202101,MEX,4,3,-50,5
202101,MEX,4,4,-5,1
202101,MEX,3,4,-14,4
202101,MMR,3,4,-2,1
202101,MMR,4,5,-5,1
202101,MMR,1,2,-0.3,1
202101,MMR,4,4,-50,6
202101,MMR,4,3,-63.9,7
202101,MNG,4,3,-27.5,3
202101,MNG,4,5,-10,2
202101,MNG,4,4,-15,3
202101,MNG,3,2,-64,11
202101,MOZ,4,4,-25,5
202101,MUS,4,1,-8,2
202101,MYS,4,5,-50,10
202101,MYS,3,4,-4,2
202101,MYS,4,3,-30,3
202101,MYS,4,4,-55,11
202101,MYS,4,1,-16,4
202101,NER,4,3,-110,11
202101,NGA,3,1,-5,1
202101,NGA,4,1,-5,1
202101,NGA,4,2,-5,1
202101,NGA,4,5,-30,6
202101,NGA,3,4,-4,2
202101,NGA,4,3,-70,7
202101,NGA,4,4,-45,9
202101,NLD,4,4,-70,14
202101,NOR,2,3,-6,3
202101,NOR,4,4,-10,2
202101,NPL,4,1,-7,1
202101,NPL,3,2,-71.5,11
202101,NPL,4,4,-30,5
202101,NPL,4,3,-151.60000000000000,16
202101,NPL,3,4,-2,1
202101,NZL,3,3,-2,1
202101,NZL,4,1,-12,2
202101,NZL,4,4,-10,2
202101,NZL,2,5,-2,1
202101,NZL,4,3,-20,2
202101,PAK,4,3,-737.9,76
202101,PAK,4,1,-52,10
202101,PAK,3,2,-33.5,5
202101,PAK,4,5,-84.2,16
202101,PAK,4,4,-176.60000000000000,29
202101,PAK,3,4,-20,10
202101,PAK,3,3,-16,3
202101,PAK,4,2,-5,1
202101,PHL,3,2,-248.5,39
202101,PHL,4,4,-119,23
202101,PHL,3,1,-23.2,4
202101,PHL,4,3,-454.4,46
202101,PHL,4,1,-28,7
202101,PHL,3,4,-13,5
202101,PHL,4,5,-70,14
202101,PHL,3,3,-105,15
202101,PNG,4,5,-10,2
202101,POL,4,4,-5,1
202101,POL,4,3,-9.5,1
202101,PRK,4,4,-55,11
202101,PRK,4,5,-50,10
202101,PRK,4,1,-72,13
202101,PRK,4,3,-196.5,20
202101,PRK,3,3,-14,2
202101,PRT,4,3,-10,1
202101,PRT,4,4,-10,2
202101,QAT,4,3,-40,4
202101,RUS,4,2,-25,5
202101,RUS,3,4,-11,4
202101,RUS,3,2,-76.5,16
202101,RUS,3,1,-10,2
202101,RUS,4,4,-96.6,18
202101,RUS,4,5,-40,8
202101,RUS,4,1,-87,15
202101,RUS,3,3,-70,10
202101,RUS,4,3,-716.4,73
202101,RWA,4,3,-20,2
202101,SAU,4,1,-12,3
202101,SAU,3,2,-16,4
202101,SAU,4,4,-25,5
202101,SAU,4,3,-20,2
202101,SEN,4,3,-20,2
202101,SGP,3,1,-5,1
202101,SGP,4,5,-15,3
202101,SGP,4,3,-49.5,5
202101,SGP,4,1,-8,2
202101,SGP,4,4,-23,3
202101,SLE,4,3,-9.5,1
202101,SRB,4,3,-10,1
202101,SRB,3,3,-7,1
202101,SWE,4,1,-16,4
202101,SWE,4,5,-65,13
202101,SWE,4,4,-5,1
202101,SWE,3,2,-26,4
202101,SWE,4,3,-50,5
202101,SWE,3,4,-13,5
202101,SYR,4,4,-7.2,1
202101,SYR,3,4,-6,3
202101,SYR,4,1,-4,1
202101,THA,3,4,-6,3
202101,THA,4,4,-40,8
202101,THA,3,2,-117,18
202101,THA,4,3,-180,18
202101,TJK,4,1,-10,2
202101,TKM,4,4,-5,1
202101,TKM,4,3,-9.5,1
202101,TUN,4,4,-15,3
202101,TUR,3,4,-44,22
202101,TUR,3,2,-65,10
202101,TUR,4,3,-516.5,52
202101,TUR,3,3,-4,2
202101,TUR,4,4,-70,14
202101,TUR,4,5,-10,2
202101,TZA,4,4,-5,1
202101,UGA,4,4,-25,5
202101,UKR,4,3,-59,6
202101,UKR,4,5,-5,1
202101,UKR,4,4,-35,7
202101,UKR,4,1,-68,10
202101,USA,1,5,-1.2,4
202101,USA,3,4,-330,114
202101,USA,3,2,-767,133
202101,USA,3,1,-80.6,15
202101,USA,4,5,-1428.2000000000000,268
202101,USA,2,5,-8,4
202101,USA,3,3,-393,104
202101,USA,1,2,-1.5,5
202101,USA,4,1,-2876,512
202101,USA,4,2,-235,47
202101,USA,4,4,-1807.0000000000000,321
202101,USA,4,3,-5575,568
202101,USA,3,5,-12,6
202101,VNM,3,2,-58.5,9
202101,VNM,4,1,-20,5
202101,VNM,4,3,-338.9,35
202101,VNM,4,4,-30,6
202101,VNM,4,5,-20,4
202101,VNM,3,4,-12,6
202101,VUT,4,4,-50,10
202101,YEM,4,1,-8,2
202101,ZAF,3,2,-6.5,1
202101,ZAF,4,1,-4,1
202101,ZMB,4,1,-7,1
202101,ZMB,4,3,-50,5
202101,ZMB,4,4,-57.60000000000000,8
202101,ZWE,4,3,-28.5,3
202101,ZWE,3,2,-7.5,1
202102,AFG,4,4,-65,10
202102,AFG,4,3,-150,15
202102,ARE,4,4,-65,9
202102,ARG,4,3,-180,18
202102,ARG,4,4,-14.4,2
202102,ARG,4,1,-14,2
202102,ATG,4,4,-15,3
202102,AUS,4,4,-1272.2,247
202102,AUS,3,3,-69,14
202102,AUS,4,3,-1320.9000000000000,141
202102,AUS,4,2,-10,2
202102,AUS,3,4,-30,9
202102,AUS,4,1,-518,83
202102,AUS,3,5,-4,2
202102,AUS,4,5,-383.4,75
202102,AUS,3,1,-67.20000000000000,12
202102,AUS,3,2,-131.5,21
202102,AUT,4,4,-28,4
202102,BEL,4,4,-5,1
202102,BEL,4,2,-10,2
202102,BEL,4,5,-10,2
202102,BEL,4,3,-40,4
202102,BEL,3,2,-20,4
202102,BGD,4,4,-10,2
202102,BGD,4,3,-29,3
202102,BGR,4,3,-80,8
202102,BLR,3,1,-15,3
202102,BOL,4,3,-20,2
202102,BRA,4,3,-380,38
202102,BRA,4,2,-5,1
202102,BRA,3,4,-8,4
202102,BRA,4,4,-10,2
202102,BRN,4,1,-5,1
202102,BRN,4,4,-154.00000000000000,22
202102,BRN,3,3,-63,9
202102,BRN,3,4,-14,4
202102,BRN,4,5,-5,1
202102,BRN,3,2,-19.5,3
202102,BRN,4,3,-353.5,37
202102,CAN,4,5,-85,17
202102,CAN,4,3,-165.2,17
202102,CAN,3,3,-68,34
202102,CAN,1,5,-1.2,4
202102,CAN,3,1,-17.4,3
202102,CAN,4,1,-141,29
202102,CAN,3,4,-116,34
202102,CAN,4,4,-1843.2,323
202102,CAN,3,5,-16,4
202102,CHE,3,2,-12,3
202102,CHE,4,2,-20,4
202102,CHE,4,4,-41,5
202102,CHE,4,5,-20,4
202102,CHE,4,3,-9.5,1
202102,CHL,4,4,-5,1
202102,CHL,4,3,-10,1
202102,CMR,4,3,-9.5,1
202102,COL,4,3,-10,1
202102,CUB,4,3,-20,2
202102,CUB,4,4,-43,5
202102,CUB,3,2,-19.5,3
202102,CYM,4,3,-20,2
202102,CZE,4,4,-10,2
202102,CZE,4,1,-8,2
202102,DEU,4,4,-25,5
202102,DEU,4,1,-126,19
202102,DEU,3,4,-4,2
202102,DEU,4,5,-30,6
202102,DEU,4,3,-87,9
202102,DEU,3,2,-13,2
202102,DNK,4,3,-9.5,1
202102,DNK,4,4,-10,1
202102,DZA,4,3,-460,46
202102,ECU,4,4,-25,5
202102,ECU,4,5,-10,2
202102,EGY,4,3,-105,11
202102,EGY,4,4,-9,1
202102,ESP,4,4,-10,2
202102,ESP,3,4,-6,3
202102,EST,4,5,-10,2
202102,EST,4,4,-10,2
202102,FJI,4,5,-5,1
202102,FRA,4,5,-5,1
202102,FRA,3,2,-6.5,1
202102,FRA,3,3,-14,2
202102,FRA,4,4,-34.5,6
202102,FRA,3,4,-8,4
202102,FRA,4,3,-99.5,10
202102,FRA,4,1,-88,12
202102,GBR,3,1,-20,4
202102,GBR,3,2,-244,40
202102,GBR,4,2,-180,36
202102,GBR,4,5,-727.6,143
202102,GBR,4,3,-1259,127
202102,GBR,4,4,-285.4,42
202102,GBR,3,4,-82,26
202102,GBR,4,1,-338,53
202102,GBR,3,3,-214,37
202102,GHA,3,4,-27,9
202102,GRC,4,1,-4,1
202102,GRC,4,4,-15,2
202102,GRC,4,3,-19,2
202102,GUY,4,4,-7.2,1
202102,HRV,4,1,-4,1
202102,HUN,4,3,-168,17
202102,IDN,4,5,-29.2,5
202102,IDN,4,3,-340,34
202102,IDN,3,4,-6,3
202102,IDN,3,2,-13,2
202102,IDN,4,4,-25,5
202102,IND,3,2,-19.5,3
202102,IND,3,4,-2,1
202102,IND,3,1,-25,5
202102,IND,4,3,-595.8,61
202102,IND,4,4,-64,11
202102,IND,4,5,-40,8
202102,IND,4,1,-8,1
202102,IRL,4,5,-68.4,12
202102,IRL,4,4,-178.8,26
202102,IRN,4,5,-10,2
202102,IRN,3,4,-5,1
202102,IRN,3,2,-13,2
202102,IRN,4,3,-50,5
202102,IRN,4,1,-68,9
202102,IRN,4,4,-5,1
202102,IRQ,4,3,-119,12
202102,IRQ,4,1,-16,4
202102,IRQ,3,2,-13,2
202102,ISL,4,3,-9.5,1
202102,ISR,4,1,-8,2
202102,ISR,4,3,-60,6
202102,ISR,4,4,-20,4
202102,ITA,4,4,-10,2
202102,ITA,4,3,-69,7
202102,ITA,4,1,-4,1
202102,JAM,4,5,-9.2,1
202102,JOR,4,3,-20,2
202102,JPN,4,3,-632.3,65
202102,JPN,3,4,-56,28
202102,JPN,4,5,-35,7
202102,JPN,3,2,-200.5,32
202102,JPN,4,1,-76,15
202102,JPN,3,3,-14,2
202102,JPN,4,4,-159.8,26
202102,KAZ,4,5,-20,4
202102,KAZ,4,4,-10,2
202102,KAZ,4,1,-4,1
202102,KAZ,3,2,-32.5,5
202102,KAZ,3,5,-25,5
202102,KEN,4,4,-36,5
202102,KEN,4,1,-77,16
202102,KGZ,4,4,-25,5
202102,KHM,3,2,-8,2
202102,KHM,3,3,-7,1
202102,KHM,3,4,-2,1
202102,KHM,4,4,-25,5
202102,KHM,4,3,-240,24
202102,KHM,4,5,-18.4,2
202102,KHM,4,1,-21,5
202102,KOR,4,1,-39,5
202102,KOR,4,4,-53.300000000000000,8
202102,KOR,3,4,-4,2
202102,KOR,4,3,-197.5,20
202102,KOR,3,1,-11.6,2
202102,KOR,3,2,-39,6
202102,LAO,4,3,-58,6
202102,LBN,4,3,-9.5,1
202102,LBR,3,3,-6,3
202102,LKA,3,1,-10,2
202102,LKA,3,2,-39,6
202102,LKA,4,3,-269.5,28
202102,LKA,4,5,-15,3
202102,LKA,3,4,-10,5
202102,LKA,4,1,-8,2
202102,LKA,4,4,-90,14
202102,LTU,4,5,-105,21
202102,LTU,4,1,-28,4
202102,LTU,4,3,-40,4
202102,LVA,4,3,-30,3
202102,LVA,3,2,-7.5,1
202102,MAC,4,5,-5,1
202102,MEX,4,4,-15,3
202102,MEX,4,3,-159,16
202102,MLT,4,4,-5,1
202102,MMR,4,4,-178,32
202102,MMR,4,1,-248,48
202102,MMR,4,5,-34.2,6
202102,MMR,3,5,-20,4
202102,MMR,3,2,-326,50
202102,MMR,4,2,-10,2
202102,MMR,1,5,-2.4,8
202102,MMR,3,1,-25.8,5
202102,MMR,4,3,-387.5,40
202102,MNG,3,2,-6.5,1
202102,MNG,4,5,-20,4
202102,MNG,4,3,-10,1
202102,MYS,4,1,-8,2
202102,MYS,4,5,-5,1
202102,MYS,4,3,-79.5,8
202102,MYS,3,1,-15,3
202102,MYS,4,4,-25,5
202102,NAM,4,3,-100,10
202102,NGA,3,2,-65,10
202102,NGA,4,4,-101,13
202102,NGA,4,5,-10,2
202102,NGA,4,3,-210,21
202102,NLD,3,4,-2,1
202102,NLD,4,3,-30,3
202102,NLD,3,3,-12,6
202102,NPL,4,3,-80,8
202102,NPL,3,4,-6,3
202102,NZL,3,4,-35,7
202102,NZL,4,4,-81.8,13
202102,NZL,4,1,-22,4
202102,NZL,4,3,-59,6
202102,NZL,4,5,-20,4
202102,NZL,3,2,-32.5,5
202102,OMN,4,4,-10,2
202102,PAK,4,1,-56,14
202102,PAK,3,4,-6,3
202102,PAK,3,3,-28,4
202102,PAK,3,2,-39,6
202102,PAK,4,4,-173.60000000000000,27
202102,PAK,3,1,-25,5
202102,PAK,4,5,-10,2
202102,PAK,4,3,-909.1000000000000,92
202102,PER,4,4,-10,2
202102,PER,4,3,-80,8
202102,PHL,3,4,-12,6
202102,PHL,4,3,-498,50
202102,PHL,3,3,-21,3
202102,PHL,3,2,-159.5,28
202102,PHL,4,5,-60,12
202102,PHL,4,4,-20,4
202102,PHL,4,1,-24,6
202102,POL,4,4,-10,2
202102,PRK,4,3,-117.5,12
202102,PRK,4,1,-20,5
202102,PRK,3,3,-21,3
202102,PRK,4,4,-43,6
202102,PRK,3,4,-4,2
202102,PRK,4,5,-50,10
202102,RUS,3,4,-20,4
202102,RUS,3,2,-40.5,7
202102,RUS,4,4,-313.2,45
202102,RUS,3,5,-36,9
202102,RUS,1,5,-0.3,1
202102,RUS,3,1,-15.8,3
202102,RUS,3,3,-245,35
202102,RUS,4,3,-1609.1000000000000,165
202102,RUS,4,5,-105,21
202102,RUS,4,1,-469,87
202102,RUS,4,2,-35,7
202102,SAU,4,1,-20,3
202102,SAU,4,3,-10,1
202102,SAU,4,4,-20,4
202102,SEN,4,3,-80,8
202102,SGP,3,2,-13,2
202102,SGP,4,4,-80,16
202102,SGP,4,3,-27.2,3
202102,SGP,4,1,-8,2
202102,SLE,4,3,-20,2
202102,SLV,4,3,-40,4
202102,SRB,3,2,-15,3
202102,SRB,4,1,-4,1
202102,SWE,4,4,-9,1
202102,SYR,1,5,-1.2,4
202102,THA,3,4,-11,4
202102,THA,3,5,-8,4
202102,THA,3,2,-91,14
202102,THA,4,4,-66,11
202102,THA,4,1,-10,2
202102,THA,4,3,-188,19
202102,TUR,3,5,-20,4
202102,TUR,4,4,-65,13
202102,TUR,3,2,-58.5,9
202102,TUR,4,3,-20,2
202102,TUR,4,5,-15,3
202102,UKR,4,5,-15,3
202102,UKR,4,1,-72,13
202102,UKR,4,3,-20,2
202102,UKR,3,5,-4,1
202102,USA,3,2,-477,76
202102,USA,4,5,-766.2,144
202102,USA,1,5,-2.4,8
202102,USA,3,1,-84.6,15
202102,USA,3,4,-172,77
202102,USA,4,2,-175,35
202102,USA,3,3,-500,115
202102,USA,4,1,-787,142
202102,USA,4,4,-1289.4000000000000,225
202102,USA,3,5,-19,5
202102,USA,4,3,-4576.6,466
202102,USA,2,5,-10,5
202102,VNM,4,1,-43,10
202102,VNM,3,4,-6,3
202102,VNM,4,5,-35,7
202102,VNM,4,3,-358,36
202102,VNM,3,2,-26,4
202102,VUT,4,4,-15,3
202102,ZWE,4,3,-109,11
202102,ZWE,3,4,-5,1
202102,ZWE,4,1,-19,4
202102,ZWE,4,5,-5,1
202103,AFG,3,2,-6.5,1
202103,AFG,3,3,-28,4
202103,AFG,4,4,-10,2
202103,AFG,4,3,-340,34
202103,AFG,1,3,-5.100000000000000,17
202103,ARE,3,2,-6.5,1
202103,ARE,4,3,-110,11
202103,ARG,4,1,-14,2
202103,ARG,4,4,-5,1
202103,ARG,4,3,-60,6
202103,AUS,3,3,-123,39
202103,AUS,3,2,-187.5,30
202103,AUS,3,5,-28,7
202103,AUS,4,5,-346.80000000000000,69
202103,AUS,4,4,-360,63
202103,AUS,3,1,-138,26
202103,AUS,2,3,-12,6
202103,AUS,4,2,-15,3
202103,AUS,4,1,-294,49
202103,AUS,3,4,-27,9
202103,AUS,4,3,-917.2,93
202103,AUT,3,2,-6.5,1
202103,AUT,4,5,-5,1
202103,AZE,4,3,-60,6
202103,AZE,4,4,-18,2
202103,BEL,3,4,-6,3
202103,BEL,3,1,-21.6,4
202103,BEL,4,4,-5,1
202103,BEL,4,1,-200,29
202103,BEL,3,3,-6,3
202103,BEL,3,2,-6.5,1
202103,BEL,4,3,-97,10
202103,BGD,4,4,-81.2,14
202103,BGD,3,2,-13,2
202103,BGD,4,3,-50,5
202103,BGD,4,1,-31,7
202103,BOL,3,3,-4,2
202103,BRA,4,4,-9,1
202103,BRA,4,3,-30,3
202103,BRN,3,2,-19.5,3
202103,BRN,4,5,-95,19
202103,BRN,4,3,-582.2000000000000,67
202103,BRN,3,3,-4,1
202103,BRN,4,4,-86.40000000000000,12
202103,BRN,4,1,-68,10
202103,BWA,4,4,-5,1
202103,CAN,4,1,-2288,298
202103,CAN,3,1,-91.4,17
202103,CAN,3,2,-132,20
202103,CAN,3,4,-67,26
202103,CAN,3,5,-117,24
202103,CAN,4,5,-190,38
202103,CAN,4,4,-3639,664
202103,CAN,1,3,-0.6,2
202103,CAN,4,3,-346.5,35
202103,CAN,3,3,-24,12
202103,CAN,1,5,-3,10
202103,CHE,3,2,-18.5,4
202103,CHE,4,3,-29,3
202103,CHE,4,5,-20,4
202103,CHE,3,4,-4,2
202103,COG,3,2,-26,4
202103,COL,4,3,-30,3
202103,CUB,4,3,-40,4
202103,CZE,3,2,-26,4
202103,CZE,4,5,-5,1
202103,DEU,4,3,-264,27
202103,DEU,3,3,-7,1
202103,DEU,3,2,-6.5,1
202103,DEU,3,4,-2,1
202103,DEU,4,2,-25,5
202103,DEU,4,5,-36.8,4
202103,DEU,3,5,-8,2
202103,DEU,4,1,-156,22
202103,DEU,4,4,-40,8
202103,DJI,4,3,-14.4,2
202103,DNK,3,4,-2,1
202103,DNK,3,2,-19.5,3
202103,DNK,4,3,-69,7
202103,DOM,4,3,-10,1
202103,DZA,4,3,-240,24
202103,EGY,4,3,-40,4
202103,EGY,3,5,-10,2
202103,EGY,4,4,-15,3
202103,EGY,3,2,-7.5,1
202103,EGY,4,1,-16,3
202103,ESP,4,3,-18,2
202103,ESP,4,5,-20,4
202103,ESP,3,2,-19.5,3
202103,EST,4,3,-19,2
202103,EST,3,4,-6,3
202103,EST,4,4,-30,6
202103,EST,4,1,-12,3
202103,ETH,1,3,-0.9000000000000000,3
202103,ETH,4,2,-10,2
202103,ETH,4,3,-100,10
202103,FIN,3,3,-36,18
202103,FIN,4,1,-4,1
202103,FIN,4,3,-20,2
202103,FRA,4,1,-124,16
202103,FRA,4,4,-39.4,7
202103,FRA,3,3,-21,3
202103,FRA,3,4,-26,7
202103,FRA,3,2,-74.5,11
202103,FRA,4,3,-175.7,18
202103,FRA,4,5,-30,6
202103,GAB,4,3,-110,11
202103,GAB,4,4,-9,1
202103,GBR,3,5,-15,3
202103,GBR,3,1,-39.8,7
202103,GBR,4,4,-216,39
202103,GBR,4,1,-2984,384
202103,GBR,4,3,-1360.5,137
202103,GBR,4,2,-15,3
202103,GBR,4,5,-240,48
202103,GBR,3,4,-147,42
202103,GBR,3,2,-166.5,27
202103,GBR,3,3,-143,24
202103,GHA,4,1,-5,1
202103,GHA,4,4,-15,3
202103,GHA,3,4,-10,2
202103,GIN,4,3,-19,2
202103,GRC,4,4,-10,2
202103,GRC,3,2,-6.5,1
202103,GRC,4,5,-15,3
202103,GRC,4,3,-69,7
202103,GUY,4,3,-40,4
202103,HTI,4,3,-10,1
202103,HUN,4,5,-5,1
202103,HUN,4,1,-16,2
202103,HUN,4,3,-260,26
202103,IDN,3,2,-182,28
202103,IDN,4,4,-9,1
202103,IDN,3,4,-6,3
202103,IDN,4,3,-98.5,10
202103,IDN,4,5,-15,3
202103,IND,3,4,-2,1
202103,IND,4,1,-26,5
202103,IND,4,3,-432.2,44
202103,IND,4,4,-120,22
202103,IND,4,5,-144.2,28
202103,IND,3,3,-18,3
202103,IND,3,2,-22.5,3
202103,IND,3,1,-25,5
202103,IRL,4,5,-34.2,6
202103,IRL,4,4,-30,4
202103,IRL,4,3,-50,5
202103,IRL,4,1,-20,5
202103,IRN,3,5,-23.6,5
202103,IRN,4,5,-15,3
202103,IRN,3,2,-8,2
202103,IRN,3,4,-55,11
202103,IRN,4,4,-101.6,19
202103,IRN,4,3,-406,41
202103,IRN,3,1,-15,3
202103,IRN,3,3,-7,1
202103,IRN,4,1,-208,28
202103,IRQ,4,1,-8,2
202103,IRQ,4,3,-1090,109
202103,ISL,4,1,-16,2
202103,ISR,3,3,-21,3
202103,ISR,4,3,-19,2
202103,ISR,4,4,-10,2
202103,ISR,3,4,-22,5
202103,ISR,3,1,-15,3
202103,ITA,4,1,-28,4
202103,ITA,4,4,-20,4
202103,ITA,4,5,-10,2
202103,ITA,3,2,-6.5,1
202103,ITA,3,4,-38,16
202103,ITA,4,3,-50,5
202103,JOR,4,3,-60,6
202103,JPN,3,1,-10,2
202103,JPN,4,1,-140,21
202103,JPN,4,5,-140,28
202103,JPN,3,3,-14,2
202103,JPN,3,2,-220,35
202103,JPN,4,3,-737.9000000000000,77
202103,JPN,3,5,-4,2
202103,JPN,4,4,-197.8,29
202103,JPN,3,4,-64,26
202103,KAZ,3,5,-20,4
202103,KAZ,4,5,-5,1
202103,KAZ,4,3,-30,3
202103,KAZ,4,4,-18,2
202103,KAZ,3,2,-58.5,9
202103,KAZ,4,1,-4,1
202103,KEN,4,1,-5,1
202103,KEN,3,2,-6.5,1
202103,KEN,4,3,-9.5,1
