MonthYear,Actor2CountryCode,QuadClass,SubEventType,GoldsteinScale,RecordCount
200301,AFG,4,1,-4,1
200301,AFG,4,4,-5,1
200301,AUS,4,4,-135,27
200301,CAN,4,3,-50,5
200301,CHE,4,4,-5,1
200301,DEU,3,2,-13,2
200301,EGY,4,4,-5,1
200301,FRA,4,1,-16,4
200301,FRA,4,3,-10,1
200301,FRA,4,4,-5,1
200301,GBR,4,4,-43.2,6
200301,GBR,3,3,-21,3
200301,HRV,4,3,-40,4
200301,IND,4,3,-20,2
200301,IRL,4,4,-5,1
200301,IRQ,2,3,-2,1
200301,IRQ,4,4,-67.6,10
200301,ISR,4,4,-9.5,1
200301,ISR,4,3,-69.5,7
200301,ISR,3,4,-8,4
200301,JPN,4,4,-74.4,14
200301,JPN,1,5,-1.2,4
200301,JPN,3,2,-91,14
200301,JPN,3,4,-4,2
200301,JPN,4,1,-40,10
200301,KGZ,4,5,-5,1
200301,KGZ,4,4,-5,1
200301,KHM,4,1,-12,3
200301,KOR,4,4,-128,24
200301,KOR,3,2,-4,1
200301,KOR,4,1,-4,1
200301,LKA,4,4,-5,1
200301,MMR,4,5,-5,1
200301,MUS,4,4,-9,1
200301,MUS,3,2,-6.5,1
200301,MYS,4,3,-40,4
200301,NLD,4,4,-10,2
200301,PAK,4,4,-135,15
200301,PAK,4,3,-90,9
200301,PHL,4,4,-75,13
200301,PHL,3,5,-20,4
200301,POL,4,3,-20,2
200301,POL,3,3,-4,2
200301,PRK,3,3,-14,2
200301,PRK,3,2,-39,6
200301,PRK,4,4,-350,70
200301,PRK,4,3,-148,18
200301,PRK,4,5,-40,8
200301,PRK,4,1,-41,10
200301,RUS,4,1,-35,5
200301,RUS,3,4,-6,3
200301,RUS,3,1,-5,1
200301,RUS,4,4,-50,10
200301,RUS,3,2,-39,6
200301,RUS,4,3,-20,2
200301,RUS,4,5,-5,1
200301,RUS,3,3,-4,2
200301,SGP,4,3,-21.6,3
200301,THA,4,3,-21.6,3
200301,THA,4,4,-10,2
200301,TUR,4,4,-25,5
200301,UKR,4,4,-50,10
200301,UKR,3,4,-2,1
200301,USA,4,5,-5,1
200301,USA,3,5,-5,1
200301,USA,3,2,-25,5
200301,USA,4,2,-10,2
200301,USA,4,4,-256.6,50
200301,USA,3,4,-8,4
200301,USA,4,1,-76,11
200301,USA,4,3,-115.5,13
200301,VNM,4,3,-58,6
200301,VNM,4,4,-20,4
200301,YEM,3,3,-2,1
200302,AUS,4,4,-10,2
200302,AUS,4,3,-40,4
200302,AUT,4,4,-20,2
200302,BLR,4,4,-40,8
200302,CAN,4,3,-27,3
200302,CHE,4,4,-14.4,2
200302,DEU,3,2,-19.5,3
200302,DEU,3,3,-7,1
200302,FRA,3,2,-6.5,1
200302,GBR,3,4,-5,1
200302,GBR,4,3,-40,4
200302,GRC,4,1,-12,3
200302,HKG,4,5,-5,1
200302,IDN,4,3,-110,11
200302,IDN,4,4,-70,14
200302,IND,4,3,-87.2,9
200302,IRQ,3,2,-13,2
200302,IRQ,3,1,-5,1
200302,IRQ,3,4,-8,4
200302,IRQ,4,1,-44,11
200302,IRQ,2,3,-4,2
200302,IRQ,4,3,-20,2
200302,IRQ,3,3,-37,6
200302,ISR,4,3,-10,1
200302,JOR,3,2,-6.5,1
200302,JPN,4,1,-15,3
200302,JPN,4,4,-40,8
200302,JPN,4,5,-51,6
200302,JPN,4,3,-118,12
200302,JPN,3,4,-6,3
200302,JPN,3,2,-13,2
200302,KGZ,4,4,-9.5,1
200302,KHM,4,1,-4,1
200302,KOR,1,5,-0.3,1
200302,KOR,4,3,-34.4,4
200302,KOR,4,1,-4,1
200302,KOR,4,4,-14.5,2
200302,KOR,3,4,-2,1
200302,KWT,4,1,-8,2
200302,MYS,4,5,-10,2
200302,NAM,4,5,-18.4,2
200302,NPL,4,3,-20,2
200302,PAK,4,1,-4,1
200302,PAK,4,3,-60,6
200302,PHL,4,4,-20,4
200302,PRK,3,4,-6,3
200302,PRK,3,1,-5.8,1
200302,PRK,4,1,-16,2
200302,PRK,4,3,-143.5,15
200302,PRK,4,4,-10,2
200302,RUS,4,4,-45,9
200302,RUS,4,3,-20,2
200302,SAU,4,4,-5,1
200302,SEN,4,3,-14.4,2
200302,THA,3,3,-21,3
200302,THA,4,3,-10,1
200302,THA,4,1,-20,5
200302,USA,3,4,-13,5
200302,USA,4,1,-44,8
200302,USA,4,3,-130,13
200302,USA,3,2,-17,3
200302,USA,4,4,-120.6,22
200302,USA,4,5,-25,5
200302,USA,3,5,-8,2
200302,UZB,4,3,-10,1
200302,VNM,4,3,-10,1
200302,VNM,4,4,-63,7
200302,ZMB,4,4,-10,2
200303,AFG,3,4,-4,2
200303,AFG,4,3,-10,1
200303,AUS,3,2,-13,2
200303,AUS,4,3,-21.6,3
200303,AUT,4,4,-7.2,1
200303,BEL,4,3,-10,1
200303,BEL,4,4,-15,3
200303,BEL,3,2,-6.5,1
200303,BHR,4,4,-14.4,2
200303,BRA,4,4,-15,3
200303,CAN,4,3,-10,1
200303,CAN,4,4,-10,2
200303,CHE,4,1,-4,1
200303,CHE,4,3,-10,1
200303,DEU,3,2,-6.5,1
200303,DNK,4,1,-24,6
200303,DNK,3,2,-13,2
200303,ESP,3,2,-13,2
200303,FRA,3,3,-7,1
200303,FRA,4,3,-30,3
200303,FRA,4,1,-20,5
200303,FRA,2,3,-6,3
200303,FRA,3,2,-19.5,3
200303,GBR,4,1,-20,5
200303,GBR,4,4,-34.4,6
200303,GBR,3,2,-13,2
200303,HUN,4,3,-28.5,3
200303,IDN,3,2,-13,2
200303,IND,3,2,-6.5,1
200303,IRQ,3,1,-15,3
200303,IRQ,1,3,-1.8,6
200303,IRQ,3,2,-78,12
200303,IRQ,4,1,-76,19
200303,IRQ,3,3,-133,19
200303,IRQ,4,5,-18.4,2
200303,IRQ,3,4,-12,6
200303,IRQ,2,3,-16,8
200303,IRQ,4,3,-297.4,31
200303,ISR,4,4,-10,2
200303,JPN,4,3,-20,2
200303,JPN,3,2,-26,4
200303,JPN,4,1,-20,5
200303,JPN,4,5,-11.2,2
200303,JPN,3,4,-8,4
200303,JPN,4,4,-38,6
200303,KGZ,4,3,-108,11
200303,KHM,4,4,-5,1
200303,KOR,4,3,-20,2
200303,KOR,3,4,-2,1
200303,KOR,4,4,-10,2
200303,KOR,3,5,-4,2
200303,KWT,4,4,-10,1
200303,KWT,4,3,-60,6
200303,KWT,4,1,-4,1
200303,LKA,3,2,-26,4
200303,LKA,3,4,-8,4
200303,LKA,4,3,-60,6
200303,NLD,4,3,-20,2
200303,NLD,4,4,-30,6
200303,PAK,4,3,-20,2
200303,PHL,4,4,-30,6
200303,PRK,4,1,-12,3
200303,PRK,3,2,-26,4
200303,PRK,4,4,-25,5
200303,PRK,3,4,-6,3
200303,RUS,4,2,-15,3
200303,RUS,3,1,-15,3
200303,RUS,4,4,-30,6
200303,RUS,4,1,-37,5
200303,RUS,4,3,-104.3,12
200303,RUS,1,3,-0.6,2
200303,RUS,3,2,-6.5,1
200303,SGP,4,1,-8,2
200303,SRB,4,4,-30,3
200303,THA,3,2,-26,4
200303,USA,3,2,-91,14
200303,USA,4,3,-238.8,25
200303,USA,3,4,-21,9
200303,USA,4,4,-110,21
200303,USA,3,3,-28,4
200303,USA,3,1,-21.6,4
200303,USA,4,5,-10,2
200303,USA,3,5,-19,5
200303,USA,4,1,-63,13
200303,VNM,4,1,-22,4
200303,VNM,4,4,-25,5
200303,VNM,4,3,-49.5,5
200304,AFG,4,3,-10,1
200304,ATG,4,5,-5,1
200304,AUS,4,4,-40,8
200304,AUT,4,1,-16,4
200304,AZE,4,1,-8,2
200304,AZE,4,4,-21.6,3
200304,BEL,4,1,-8,2
200304,BGR,4,1,-8,2
200304,BHR,4,5,-10,2
200304,BLR,4,4,-5,1
200304,BRN,4,3,-40,4
200304,CAN,4,3,-50,5
200304,CAN,4,1,-40,10
200304,CAN,3,2,-4,1
200304,CAN,3,4,-10,5
200304,CHE,4,1,-4,1
200304,CHE,4,4,-5,1
200304,CHE,4,5,-65,13
200304,CZE,4,4,-5,1
200304,CZE,4,1,-16,4
200304,DEU,4,1,-4,1
200304,DEU,4,5,-27.6,3
200304,DEU,4,4,-15,3
200304,DEU,4,3,-19,2
200304,DJI,4,3,-10,1
200304,DNK,4,1,-8,2
200304,EGY,4,1,-20,5
200304,ETH,4,4,-5,1
200304,FIN,4,1,-7,1
200304,FRA,4,5,-25,5
200304,GBR,3,2,-6.5,1
200304,GBR,4,1,-36,9
200304,GBR,4,4,-10,1
200304,HRV,4,3,-28.5,3
200304,HRV,4,1,-5,1
200304,IDN,4,5,-15,3
200304,IDN,3,2,-6.5,1
200304,IND,4,3,-90,9
200304,IRQ,3,3,-21,3
200304,IRQ,4,1,-16,4
200304,IRQ,4,4,-22.2,4
200304,IRQ,4,3,-108.5,11
200304,IRQ,1,3,-0.6,2
200304,IRQ,3,2,-15,2
200304,ISR,4,1,-8,2
200304,ISR,3,4,-4,2
200304,ITA,4,1,-4,1
200304,ITA,4,2,-15,3
200304,ITA,4,5,-15,3
200304,JPN,4,5,-9.2,1
200304,JPN,4,4,-86,10
200304,JPN,4,3,-80,8
200304,JPN,3,3,-14,2
200304,JPN,3,4,-14,7
200304,JPN,3,1,-16.6,3
200304,JPN,4,1,-149,35
200304,KAZ,4,1,-30,6
200304,KAZ,4,3,-30,3
200304,KGZ,4,3,-98,10
200304,KGZ,4,4,-5,1
200304,KGZ,4,5,-10,2
200304,KHM,4,3,-30,3
200304,KOR,4,1,-42,9
200304,KOR,4,5,-25,5
200304,KOR,3,4,-20,4
200304,KOR,3,3,-7,1
200304,KOR,3,1,-10.8,2
200304,KWT,4,3,-40,4
200304,LKA,4,3,-60,6
200304,LKA,4,1,-36,6
200304,LTU,4,3,-9.5,1
200304,MAC,4,1,-4,1
200304,MMR,4,3,-28.5,3
200304,MYS,4,3,-48.8,6
200304,MYS,4,1,-4,1
200304,MYS,4,5,-60,12
200304,MYS,3,2,-19.5,3
200304,NAM,3,4,-5,1
200304,NOR,4,1,-4,1
200304,NZL,3,1,-10,2
200304,NZL,4,3,-20,2
200304,PAK,4,5,-9.2,1
200304,PHL,4,1,-24,6
200304,PRK,3,1,-35,7
200304,PRK,4,4,-57.2,11
200304,PRK,3,3,-35,5
200304,PRK,4,3,-276,28
200304,PRK,3,4,-19,5
200304,PRK,4,1,-159,24
200304,PRK,4,5,-18.4,2
200304,PRT,4,3,-30,3
200304,QAT,4,5,-5,1
200304,RUS,4,5,-140,28
200304,RUS,4,4,-81.6,15
200304,RUS,3,2,-32,8
200304,RUS,4,3,-110.9,12
200304,RUS,4,2,-10,2
200304,RUS,4,1,-83,20
200304,SAU,4,5,-90,18
200304,SDN,4,5,-9.2,1
200304,SGP,3,2,-23.5,4
200304,SGP,4,3,-71.6,8
200304,SGP,4,4,-5,1
200304,SGP,4,1,-112,28
200304,SGP,4,5,-5,1
200304,SVK,4,5,-18.4,2
200304,SWE,4,1,-4,1
200304,THA,4,1,-4,1
200304,THA,4,4,-20,4
200304,THA,3,3,-14,2
200304,THA,4,3,-60,6
200304,THA,4,5,-10,2
200304,TUR,4,3,-20,2
200304,UKR,4,4,-50,10
200304,UKR,4,1,-24,6
200304,USA,4,3,-197.5,20
200304,USA,3,3,-14,2
200304,USA,4,4,-93,15
200304,USA,4,5,-25,5
200304,USA,4,1,-197,35
200304,USA,3,1,-5,1
200304,USA,2,5,-2,1
200304,VNM,4,1,-12,3
200304,VNM,3,2,-4,1
200304,VNM,4,3,-198,20
200304,VNM,3,4,-35,7
200304,VNM,4,5,-40,8
200305,AUS,4,4,-20,4
200305,AUS,4,1,-4,1
200305,BHR,4,5,-10,2
200305,BLR,4,4,-20,4
200305,BRA,4,1,-28,4
200305,BRA,3,5,-12,3
200305,BRN,4,5,-20,4
200305,CAN,3,5,-8,2
200305,CAN,4,1,-32,4
200305,CAN,4,3,-60,6
200305,CHE,4,5,-15,3
200305,DNK,4,4,-9.5,1
200305,DZA,4,3,-10,1
200305,FRA,3,3,-7,1
200305,FRA,4,1,-24,3
200305,FRA,4,3,-17.2,2
200305,FRA,4,4,-20,4
200305,GBR,4,1,-5,1
200305,GBR,4,4,-10,2
200305,GBR,4,3,-20,2
200305,GHA,4,3,-20,2
200305,GHA,4,5,-9.2,1
200305,GUY,4,3,-9.5,1
200305,HRV,4,4,-15,3
200305,IDN,4,5,-14.2,2
200305,IDN,3,4,-2,1
200305,IND,4,3,-60,6
200305,IRN,4,1,-48,7
200305,IRQ,4,3,-9,1
200305,IRQ,4,4,-10,2
200305,ISR,4,1,-28,4
200305,ISR,1,3,-0.6,2
200305,ISR,4,4,-5,1
200305,ISR,4,3,-7.2,1
200305,ITA,3,3,-11,3
200305,JPN,4,4,-59.6,9
200305,JPN,3,4,-14,7
200305,JPN,4,3,-100,10
200305,JPN,4,1,-32,8
200305,KAZ,4,1,-28,7
200305,KAZ,4,5,-30,6
200305,KGZ,4,1,-20,5
200305,KGZ,4,3,-75,8
200305,KGZ,4,5,-125,25
200305,KHM,4,3,-20,2
200305,KOR,4,4,-145,29
200305,KOR,4,3,-60,6
200305,KOR,4,1,-4,1
200305,LTU,4,3,-10,1
200305,MAR,4,3,-20,2
200305,MMR,4,5,-10,2
200305,MNG,4,5,-15,3
200305,MOZ,3,4,-2,1
200305,MYS,4,1,-12,3
200305,MYS,4,4,-5,1
200305,MYS,4,3,-40,4
200305,NLD,4,4,-10,2
200305,NPL,4,3,-19,2
200305,NPL,4,1,-22,5
200305,NPL,4,4,-15,3
200305,NZL,3,3,-6,3
200305,NZL,4,4,-10,2
200305,PAK,3,3,-7,1
200305,PAK,3,4,-10,2
200305,PAK,4,3,-100,10
200305,PHL,4,4,-35,7
200305,PRK,3,1,-5.8,1
200305,PRK,3,5,-2,1
200305,PRK,4,1,-40,7
200305,PRK,4,3,-109,11
200305,PRK,4,4,-59,11
200305,RUS,4,3,-203,21
200305,RUS,4,2,-35,7
200305,RUS,4,5,-195,39
200305,RUS,3,4,-4,2
200305,RUS,4,1,-152,32
200305,RUS,3,2,-13,2
200305,RUS,4,4,-50,10
200305,SAU,4,3,-20,2
200305,SDN,4,5,-5,1
200305,SGP,3,2,-6.5,1
200305,SGP,4,1,-12,3
200305,SGP,4,4,-5,1
200305,SGP,4,3,-50,5
200305,SRB,4,4,-15,3
200305,THA,3,4,-4,2
200305,THA,4,4,-30,6
200305,THA,4,5,-20,4
200305,THA,3,2,-6.5,1
200305,TJK,4,1,-48,12
200305,TKM,4,1,-12,3
200305,TUR,4,1,-8,2
200305,TUR,4,4,-5,1
200305,TUR,4,3,-10,1
200305,UGA,4,5,-20,4
200305,UKR,4,1,-12,3
200305,UKR,4,4,-55,11
200305,USA,4,4,-145,29
200305,USA,4,5,-5,1
200305,USA,3,5,-12,4
200305,USA,3,3,-20,5
200305,USA,4,1,-32,4
200305,USA,3,4,-10,5
200305,USA,3,2,-13,2
200305,USA,4,3,-120,12
200305,UZB,4,1,-32,8
200305,VNM,4,4,-10,2
200305,VNM,3,2,-6.5,1
200305,VNM,4,5,-10,2
200306,AUS,4,4,-5,1
200306,AUS,4,3,-14.4,2
200306,BRN,4,4,-10,2
200306,BRN,4,3,-7.2,1
200306,BRN,4,5,-5,1
200306,CAN,4,1,-12,3
200306,CAN,4,4,-10,2
200306,CAN,3,2,-19.5,3
200306,COD,4,3,-7.2,1
200306,COD,4,1,-5,1
200306,CZE,4,4,-55,11
200306,CZE,4,1,-12,3
200306,DNK,4,1,-8,2
200306,DNK,3,4,-5,1
200306,FSM,4,5,-10,2
200306,GBR,3,2,-6.5,1
200306,GBR,4,3,-81.9,9
200306,GBR,4,1,-14,3
200306,GBR,4,4,-29,4
200306,GRC,4,4,-20,4
200306,IDN,4,1,-4,1
200306,IDN,4,3,-38,4
200306,IDN,4,4,-10,2
200306,IND,4,3,-59.5,6
200306,IND,3,2,-26,4
200306,ISR,4,3,-10,1
200306,JPN,4,2,-5,1
200306,JPN,3,2,-32.5,5
200306,JPN,4,4,-43,7
200306,JPN,4,1,-44,11
200306,JPN,4,3,-30,3
200306,KAZ,4,3,-90,9
200306,KAZ,4,4,-10,2
200306,KAZ,4,5,-10,2
200306,KHM,4,3,-10,1
200306,KHM,4,4,-5,1
200306,KOR,4,3,-20,2
200306,KOR,4,1,-15,3
200306,KOR,4,5,-5,1
200306,LAO,3,4,-2,1
200306,LAO,4,3,-70,7
200306,MAC,4,3,-60,6
200306,MAR,3,2,-19.5,3
200306,MMR,3,1,-10,2
200306,MMR,4,4,-55,7
200306,MOZ,3,4,-2,1
200306,MYS,3,1,-10,2
200306,MYS,4,3,-14.4,2
200306,NLD,4,3,-9.5,1
200306,NLD,4,1,-15,2
200306,NLD,4,5,-5,1
200306,NLD,4,4,-95,19
200306,NPL,3,2,-13,2
200306,NPL,4,1,-10,2
200306,NZL,4,4,-15,3
200306,NZL,4,3,-7.2,1
200306,PAK,4,4,-5,1
200306,PAK,3,1,-30,6
200306,PAK,4,1,-4,1
200306,PHL,3,2,-19.5,3
200306,PHL,4,3,-20,2
200306,PHL,4,4,-15,3
200306,PRK,4,3,-49.5,5
200306,PRK,4,1,-20,5
200306,PRK,4,4,-30,6
200306,RUS,4,3,-38,4
200306,RUS,3,1,-10,2
200306,RUS,4,4,-20,4
200306,RUS,4,1,-40,10
200306,RUS,4,5,-15,3
200306,RWA,4,5,-15,3
200306,SDN,4,3,-7.2,1
200306,SGP,4,3,-7.2,1
200306,SGP,4,4,-5,1
200306,SWE,4,3,-50,5
200306,THA,4,4,-30,6
200306,UKR,4,1,-8,2
200306,UKR,4,5,-5,1
200306,USA,3,2,-71.5,11
200306,USA,3,5,-4,1
200306,USA,1,5,-0.6,2
200306,USA,3,4,-10,2
200306,USA,4,3,-120,12
200306,USA,4,5,-42.6,6
200306,USA,4,4,-83,15
200306,USA,4,1,-38,7
200306,UZB,3,3,-14,2
200306,UZB,4,4,-20,4
200306,VNM,4,3,-107.2,11
200306,VNM,3,1,-10,2
200306,VNM,4,1,-14,2
200306,VNM,4,4,-5,1
200306,YEM,4,5,-15,3
200306,ZWE,4,4,-10,2
200307,AUS,4,5,-24.2,4
200307,AUS,4,4,-35,7
200307,BRA,3,4,-2,1
200307,BRN,4,4,-15,3
200307,CAN,3,2,-4,1
200307,CAN,4,4,-10,2
200307,CHE,4,1,-5,1
200307,CHE,3,4,-2,1
200307,CYP,4,3,-20,2
200307,DEU,3,4,-6,3
200307,DEU,4,3,-28.5,3
200307,ESP,4,4,-10,2
200307,GBR,3,1,-5,1
200307,GBR,4,1,-8,2
200307,GBR,4,4,-60,11
200307,GBR,3,2,-93,14
200307,GBR,1,5,-0.6,2
200307,GBR,4,5,-35,7
200307,HUN,4,4,-5,1
200307,IND,3,4,-4,2
200307,IND,4,3,-69.1,8
200307,IND,4,5,-10,2
200307,IND,4,4,-10,2
200307,IND,4,1,-8,2
200307,IRN,3,2,-6.5,1
200307,IRN,4,1,-30,4
200307,IRQ,4,4,-5,1
200307,IRQ,4,1,-33,7
200307,ISR,4,1,-4,1
200307,JPN,3,2,-19.5,3
200307,JPN,3,4,-2,1
200307,JPN,4,3,-89,9
200307,JPN,4,1,-4,1
200307,JPN,4,4,-5,1
200307,KAZ,4,3,-7.2,1
200307,KEN,4,3,-10,1
200307,KGZ,3,2,-6.5,1
200307,KGZ,4,3,-20,2
200307,KOR,4,4,-25,4
200307,KOR,3,1,-5,1
200307,KOR,3,5,-6,3
200307,KOR,3,4,-8,4
200307,LBR,4,3,-50,5
200307,MAR,3,2,-19.5,3
200307,MMR,4,4,-10,2
200307,MMR,4,3,-19,2
200307,MMR,4,1,-8,2
200307,MYS,4,5,-15,3
200307,NLD,4,4,-25,5
200307,NOR,3,4,-17,4
200307,NPL,4,3,-9.5,1
200307,NZL,3,4,-2,1
200307,PAK,4,4,-7.2,1
200307,PHL,4,4,-50,10
200307,PHL,4,3,-120,12
200307,PRK,4,1,-136,20
200307,PRK,4,3,-78,8
200307,PRK,3,4,-4,2
200307,PRK,4,4,-80,16
200307,QAT,4,5,-10,2
200307,RUS,4,5,-15,3
200307,RUS,4,3,-145.2,15
200307,RUS,4,4,-22.2,4
200307,RUS,4,1,-16,4
200307,RUS,3,3,-13,4
200307,SGP,4,4,-19.4,3
200307,THA,4,1,-10,2
200307,THA,4,4,-18,2
200307,UKR,4,2,-10,2
200307,UKR,4,5,-20,4
200307,UKR,3,4,-10,2
200307,UKR,4,4,-20,4
200307,USA,4,5,-10,2
200307,USA,3,3,-18,4
200307,USA,4,3,-10,1
200307,USA,3,5,-6,3
200307,USA,4,4,-230,46
200307,USA,3,2,-5,1
200307,USA,4,1,-227,32
200307,USA,3,4,-2,1
200307,UZB,3,3,-6,3
200307,VNM,4,4,-15,3
200307,VNM,4,3,-10,1
200307,VNM,4,5,-10,2
200307,YEM,4,3,-30,3
200307,YEM,4,4,-9.5,1
200308,AUS,4,4,-9,1
200308,AUS,3,2,-13,2
200308,BEL,4,4,-15,3
200308,BEL,4,1,-23,5
200308,BEL,4,5,-5,1
200308,BEL,3,4,-18,9
200308,BLR,4,4,-10,2
200308,CAN,4,5,-5,1
200308,CHE,4,3,-20,2
200308,EGY,4,4,-30,6
200308,FJI,4,3,-70,7
200308,FJI,4,4,-10,2
200308,FRA,3,2,-45,6
200308,FRA,3,4,-2,1
200308,GBR,4,4,-24.5,4
200308,GBR,4,3,-40,4
200308,GBR,3,2,-52,8
200308,GBR,4,1,-4,1
200308,GHA,4,3,-40,4
200308,HRV,4,3,-10,1
200308,IDN,4,3,-20,2
200308,IDN,4,1,-12,3
200308,IND,4,4,-19.5,3
200308,IRQ,4,3,-80,8
200308,IRQ,4,1,-8,2
200308,ISR,4,3,-19,2
200308,ISR,3,4,-4,2
200308,JOR,4,4,-5,1
200308,JPN,3,2,-19.5,3
200308,JPN,3,4,-38,19
200308,JPN,4,5,-65.2,8
200308,JPN,3,1,-35,7
200308,JPN,4,3,-108.5,11
200308,JPN,4,4,-367.3,53
200308,JPN,3,3,-2,1
200308,JPN,4,1,-90,14
200308,JPN,4,2,-5,1
200308,KAZ,4,3,-14.4,2
200308,KAZ,4,4,-15,3
200308,KEN,4,4,-10,2
200308,KGZ,4,3,-44.4,5
200308,KHM,4,1,-7,1
200308,KOR,4,4,-75,15
200308,KOR,4,1,-49,7
200308,KOR,4,3,-90,9
200308,KOR,3,1,-15,3
200308,MMR,4,5,-10,2
200308,MMR,4,3,-29,3
200308,NLD,4,4,-45,9
200308,PAK,4,4,-18,2
200308,POL,4,4,-9.5,1
200308,PRK,3,1,-10,2
200308,PRK,4,1,-351,51
200308,PRK,4,3,-209,22
200308,PRK,4,4,-309,50
200308,PRT,4,3,-9.5,1
200308,RUS,4,4,-55,11
200308,RUS,4,1,-36,6
200308,RUS,3,1,-5,1
200308,RUS,4,5,-20,4
200308,RUS,4,3,-9.5,1
200308,SGP,4,4,-5,1
200308,SWE,4,1,-4,1
200308,THA,4,4,-30,6
200308,TUR,4,1,-28,7
200308,UGA,4,3,-9.5,1
200308,UKR,4,4,-35,7
200308,USA,3,4,-21,6
200308,USA,4,3,-172.4,18
200308,USA,3,2,-19.5,3
200308,USA,4,4,-98,18
200308,USA,3,5,-20,4
200308,USA,4,1,-278,42
200308,USA,3,3,-7,1
200308,USA,4,5,-9.2,1
200308,USA,3,1,-35.8,7
200308,VNM,4,1,-18,3
200308,VNM,4,3,-40,4
200308,VNM,4,4,-50,10
200308,YEM,3,2,-6.5,1
200308,ZWE,4,2,-5,1
200309,AFG,4,4,-5,1
200309,AFG,4,3,-48.5,5
200309,BRA,3,3,-14,2
200309,BRA,4,4,-5,1
200309,BRN,4,4,-7.2,1
200309,BRN,4,5,-5,1
200309,DEU,4,5,-10,2
200309,EGY,4,4,-10,2
200309,GBR,3,2,-19.5,3
200309,GBR,3,4,-6,3
200309,HRV,3,4,-6,3
200309,IDN,4,4,-10,2
200309,IND,4,5,-5,1
200309,IND,4,3,-7.2,1
200309,IRN,4,5,-5,1
200309,IRN,4,4,-5,1
200309,IRQ,4,3,-20,2
200309,ISR,4,3,-10,1
200309,ISR,1,3,-0.6,2
200309,ISR,4,4,-5,1
200309,JPN,3,1,-5,1
200309,JPN,4,4,-193,23
200309,JPN,4,3,-235,25
200309,JPN,4,5,-92,10
200309,JPN,4,1,-26,5
200309,JPN,3,3,-2,1
200309,JPN,3,4,-47,22
200309,KAZ,4,3,-7.2,1
200309,KAZ,4,4,-45,9
200309,KGZ,3,3,-7,1
200309,KHM,4,4,-5,1
200309,KHM,3,2,-4,1
200309,KOR,4,3,-10,1
200309,KOR,1,5,-0.9,3
200309,KOR,3,2,-19.5,3
200309,KOR,4,4,-55,11
200309,KOR,4,1,-14,2
200309,MAC,4,4,-5,1
200309,MMR,4,4,-10,2
200309,MMR,4,1,-4,1
200309,NGA,4,5,-10,2
200309,NGA,4,1,-7,1
200309,NLD,4,1,-5,1
200309,NLD,4,4,-25,5
200309,NPL,4,4,-15,3
200309,PAK,4,3,-48.5,5
200309,PAK,4,4,-10,2
200309,PHL,4,4,-15,3
200309,PRK,3,3,-35,5
200309,PRK,4,1,-133,20
200309,PRK,4,5,-15,3
200309,PRK,4,3,-177.6,19
200309,PRK,4,4,-115.6,21
200309,PRT,4,3,-10,1
200309,RUS,3,1,-5,1
200309,RUS,3,3,-2,1
200309,RUS,4,1,-32,5
200309,RUS,3,4,-5,1
200309,RUS,4,3,-80,8
200309,RUS,4,4,-50,10
200309,SGP,3,2,-6.5,1
200309,TJK,3,2,-13,2
200309,TUR,4,4,-15,3
200309,UKR,4,3,-18,2
200309,UKR,4,4,-50,10
200309,UKR,4,1,-10,2
200309,USA,3,4,-14,7
200309,USA,3,2,-6.5,1
200309,USA,3,1,-5,1
200309,USA,1,2,-0.6,2
200309,USA,4,4,-88,15
200309,USA,3,3,-4,1
200309,USA,4,3,-212,22
200309,USA,4,1,-110,16
200309,USA,1,5,-1.2,4
200309,UZB,4,3,-7.2,1
200309,UZB,4,4,-5,1
200309,VNM,4,4,-45,9
200309,VNM,3,5,-5,1
200309,VNM,4,3,-190,19
200309,VNM,4,5,-5,1
200309,ZMB,4,3,-20,2
200310,AFG,4,4,-10,2
200310,ARG,4,4,-10,2
200310,AUS,3,1,-17.4,3
200310,AUS,4,4,-7.2,1
200310,AUS,4,2,-5,1
200310,AUS,3,2,-26,4
200310,AUS,4,5,-5,1
200310,AUT,3,2,-5,1
200310,BEL,4,1,-8,2
200310,BEL,4,4,-9,1
200310,BGD,4,4,-10,2
200310,BLR,4,4,-10,2
200310,CHE,3,1,-10,2
200310,CUB,4,4,-5,1
200310,CZE,4,4,-10,2
200310,CZE,3,2,-32.5,5
200310,DEU,3,2,-10,2
200310,DEU,4,5,-15,3
200310,DEU,4,4,-5,1
200310,EGY,4,4,-50,10
200310,ESP,4,5,-5,1
200310,ESP,3,1,-20,4
200310,FRA,4,3,-10,1
200310,GBR,4,3,-39,4
200310,GBR,4,4,-15,3
200310,GBR,4,5,-10,2
200310,IDN,4,1,-12,3
200310,IND,4,3,-28.8,4
200310,IRN,4,4,-10,2
200310,IRQ,4,3,-50,5
200310,ISR,4,1,-10,2
200310,JPN,4,3,-88,9
200310,JPN,4,1,-326,47
200310,JPN,3,3,-11,3
200310,JPN,3,4,-48,24
200310,JPN,4,4,-297,46
200310,JPN,3,2,-84.5,13
200310,JPN,4,5,-23.4,3
200310,KHM,4,4,-10,2
200310,KOR,4,4,-65,13
200310,KOR,4,1,-30,6
200310,KOR,4,5,-10,2
200310,LAO,4,4,-15,3
200310,LBR,4,1,-8,2
200310,MMR,4,5,-5,1
200310,MMR,4,1,-4,1
200310,MYS,4,1,-15,3
200310,NAM,4,3,-30,3
