SOURCEURL,GLOBALEVENTID,MonthYear,QuadClass,Actor1CountryCode,Actor2CountryCode,SubEventType,GoldsteinScale
https://www.nytimes.com/2022/04/08/world/europe/kyiv-ukraine-war.html,1038410248,202204,3,RUS,UKR,3,-5.0
https://www.msn.com/en-us/news/world/the-ukraine-war-in-maps-dozens-reported-dead-in-new-offensive-in-the-east/ar-AAW02fC,1038393196,202204,3,RUS,UKR,3,-4.0
https://www.dailymail.co.uk/news/article-10699689/Slovakia-sends-Ukraine-S-300-missile-Russia-warned-legitimate-targets.html,1038406172,202204,4,RUS,UKR,3,-7.2
https://www.theguardian.com/commentisfree/2022/apr/08/the-guardian-view-on-ukraine-same-war-new-dilemmas,1038446440,202204,3,RUS,UKR,3,-5.0
https://www.heraldmailmedia.com/story/news/2022/04/08/ctv-news-journalist-and-hagerstown-native-talks-russia-ukraine-war-maryland-dc/9482739002/,1038368591,202204,4,RUS,UKR,3,-7.2
https://www.ctvnews.ca/world/top-russian-diplomat-warns-ukraine-against-provoking-world-war-1.5876149,1041219779,202204,3,RUS,UKR,3,-5.0
https://www.nytimes.com/2022/04/26/world/europe/explosions-transnistria-moldova-war.html,1041351084,202204,4,RUS,UKR,3,-7.2
https://www.ctvnews.ca/world/top-russian-diplomat-warns-ukraine-against-provoking-world-war-1.5876149,1041219780,202204,3,RUS,UKR,3,-5.0
https://www.bicesteradvertiser.net/news/20093249.russian-diplomat-warns-ukraine-provoking-third-world-war-city-falls/,1041221322,202204,3,RUS,UKR,3,-5.0
https://www.bicesteradvertiser.net/news/20093249.russian-diplomat-warns-ukraine-provoking-third-world-war-city-falls/,1041221331,202204,3,RUS,UKR,3,-5.0
https://www.cbc.ca/news/world/ukraine-war-russia-1.6430916,1041233641,202204,3,RUS,UKR,3,-5.0
https://www.nytimes.com/2022/04/26/world/europe/explosions-transnistria-moldova-war.html,1041351071,202204,4,RUS,UKR,3,-7.2
https://www.bicesteradvertiser.net/news/20093249.russian-diplomat-warns-ukraine-provoking-third-world-war-city-falls/,1041221323,202204,3,RUS,UKR,3,-5.0
https://www.winnipegfreepress.com/world/top-russian-diplomat-warns-ukraine-against-provoking-wwiii-576434442.html,1041221332,202204,3,RUS,UKR,3,-5.0
https://pmnewsnigeria.com/2022/04/26/ukraine-can-provoke-world-war-iii-warns-russias-fm-lavrov/,1041226559,202204,3,RUS,UKR,3,-5.0
https://news.antiwar.com/2022/04/26/pentagon-chief-leaves-open-possibility-of-ukraine-reapplying-for-nato-membership/,1041362993,202204,3,RUS,UKR,3,-5.0
https://www.dailymail.co.uk/news/article-10766293/Ukraine-war-Russian-troops-came-minutes-killing-Zelensky-early-days-war.html,1041833032,202204,3,RUS,UKR,3,-5.0
https://www.dailymail.co.uk/news/article-10766293/Ukraine-war-Russian-troops-came-minutes-killing-Zelensky-early-days-war.html,1041833031,202204,3,RUS,UKR,3,-5.0
https://www.theguardian.com/world/2022/apr/09/the-russians-are-trying-to-obliterate-us-you-think-that-wed-agree-to-half-measures-now,1038591566,202204,4,RUS,UKR,3,-7.2
https://www.theguardian.com/world/2022/apr/09/the-russians-are-trying-to-obliterate-us-you-think-that-wed-agree-to-half-measures-now,1038591560,202204,4,RUS,UKR,3,-7.2
https://www.antiwar.com/blog/2022/04/08/ray-mcgovern-corporate-media-deploys-the-big-guns-on-ukraine/,1038494622,202204,4,RUS,UKR,3,-7.2
https://www.antiwar.com/blog/2022/04/08/ray-mcgovern-corporate-media-deploys-the-big-guns-on-ukraine/,1038494621,202204,4,RUS,UKR,3,-7.2
https://www.theguardian.com/world/2022/apr/09/the-russians-are-trying-to-obliterate-us-you-think-that-wed-agree-to-half-measures-now,1038591559,202204,4,RUS,UKR,3,-7.2
https://www.washingtonpost.com/world/2022/04/09/russia-ukraine-war-news-putin-live-updates/,1038517308,202204,4,RUS,UKR,3,-7.2
https://www.lightreading.com/satellite/eutelsat-caught-in-orwellian-fight-between-europe-and-russia/a/d-id/777104,1041627580,202204,3,RUS,UKR,3,-4.0
https://www.mdjonline.com/tribune/lifestyles/russia-takes-economic-aim-at-countries-aiding-ukraine-where-it-continues-shelling-the-east/article_5c7980fd-183a-5b88-9122-808bd4263cf9.html,1041629349,202204,3,RUS,UKR,3,-4.0
https://www.mdjonline.com/tribune/lifestyles/russia-takes-economic-aim-at-countries-aiding-ukraine-where-it-continues-shelling-the-east/article_5c7980fd-183a-5b88-9122-808bd4263cf9.html,1041629359,202204,3,RUS,UKR,3,-4.0
https://www.victoriaadvocate.com/opinion/the-guardian-on-dilemmas-presented-by-the-war-in-ukraine/article_ee4f1806-bc35-11ec-a797-8f062edde5ec.html,1039860697,202204,3,RUS,UKR,3,-5.0
https://www.dw.com/en/russia-says-it-seeks-full-control-of-southern-ukraine-access-to-moldovas-trans-dniester-region-as-it-happened/a-61551869,1040786420,202204,3,RUS,UKR,3,-4.0
https://www.wdrb.com/news/national/ukraine-leader-to-un-security-council-no-more-russia-veto/article_8e6e578a-dfac-552a-88bf-818c3360de60.html,1037906982,202204,3,RUS,UKR,3,-5.0
https://www.taiwannews.com.tw/en/news/4496843,1037927060,202204,3,RUS,UKR,3,-5.0
https://www.dailymail.co.uk/news/article-10692413/Ukraine-war-months-YEARS-no-sign-Putin-lost-ambition-NATO-chief-warns.html,1038027168,202204,3,RUS,UKR,3,-5.0
https://www.dailymail.co.uk/news/article-10692413/Ukraine-war-months-YEARS-no-sign-Putin-lost-ambition-NATO-chief-warns.html,1038027169,202204,3,RUS,UKR,3,-5.0
https://article.wn.com/view/2022/04/11/Ukraine_War_Russia_warns_Sweden_and_Finland_against_Nato_mem/,1038822565,202204,4,RUS,UKR,3,-7.2
https://www.sundaystandard.info/botswana-abstains-to-vote-in-russias-suspension-from-un-human-rights-council/,1038796787,202204,3,RUS,UKR,3,-5.0
https://www.sundaystandard.info/botswana-abstains-to-vote-in-russias-suspension-from-un-human-rights-council/,1038796786,202204,3,RUS,UKR,3,-5.0
https://techstory.in/ericsson-suspends-business-in-russia-puts-staff-on-paid-leave/,1038861558,202204,4,RUS,UKR,3,-7.2
https://techstory.in/ericsson-suspends-business-in-russia-puts-staff-on-paid-leave/,1038861581,202204,4,RUS,UKR,3,-7.2
http://www.msn.com/en-us/news/world/ukraines-zelensky-calls-for-more-military-aid-ahead-of-battles-in-eastern-regions/ar-AAW5C6i,1038884549,202204,4,RUS,UKR,3,-7.2
http://www.msn.com/en-us/news/world/ukraines-zelensky-calls-for-more-military-aid-ahead-of-battles-in-eastern-regions/ar-AAW5C6i,1038884550,202204,4,RUS,UKR,3,-7.2
https://www.dailymail.co.uk/news/article-10730737/Bucha-clean-Streets-littered-rubble-destroyed-tanks-clear-more.html,1040071070,202204,3,RUS,UKR,3,-5.0
http://www.hngn.com/articles/241704/20220419/russia-gives-ukraine-2-hours-surrender-azovstal-plant-battle-donbas.htm,1040133050,202204,4,RUS,UKR,3,-7.2
http://www.hngn.com/articles/241704/20220419/russia-gives-ukraine-2-hours-surrender-azovstal-plant-battle-donbas.htm,1040133049,202204,4,RUS,UKR,3,-7.2
https://www.dailymail.co.uk/news/article-10720167/China-tears-condescending-U-S-lawmakers-trip-Taiwan.html,1039461574,202204,4,RUS,UKR,3,-7.2
https://www.dailymail.co.uk/news/article-10720167/China-tears-condescending-U-S-lawmakers-trip-Taiwan.html,1039461575,202204,4,RUS,UKR,3,-7.2
https://www.japantimes.co.jp/news/2022/04/14/national/russia-missile-test-sea-of-japan/,1039394882,202204,4,RUS,UKR,3,-7.2
https://sputniknews.com/20220414/live-updates-ukrainian-troops-fire-10-grad-rockets-at-town-north-of-donetsk-dpr-says-1094749903.html,1039334680,202204,4,RUS,UKR,3,-7.2
https://www.sandiegouniontribune.com/news/nation-world/story/2022-04-13/editorial-roundup-united-states,1039333510,202204,3,RUS,UKR,3,-5.0
https://www.sandiegouniontribune.com/news/nation-world/story/2022-04-13/editorial-roundup-united-states,1039333511,202204,3,RUS,UKR,3,-5.0
https://en.as.com/en/2022/04/02/latest_news/1648891222_898553.html,1037343983,202204,3,RUS,UKR,3,-5.0
https://en.as.com/en/2022/04/02/latest_news/1648891222_898553.html,1037343984,202204,3,RUS,UKR,3,-5.0
http://www.msn.com/en-us/news/world/russia-ukraine-live-updates-us-cancels-ballistic-missile-test-to-avoid-escalation/ar-AAUXmAT,1037283877,202204,3,RUS,UKR,3,-4.0
https://japantoday.com/category/politics/japan-to-again-designate-russian-held-isles-as-illegally-occupied,1037396718,202204,3,RUS,UKR,3,-5.0
https://ricochet.com/1217643/lost-the-truth-about-the-war-in-ukraine-if-found-please-return-asap/,1039078993,202204,3,RUS,UKR,3,-5.0
https://www.nytimes.com/live/2022/04/11/world/ukraine-russia-war-news/zelensky-says-ukraine-takes-as-seriously-as-possible-an-apparent-threat-of-russian-chemical-weapon-use,1038906512,202204,3,RUS,UKR,3,-5.0
https://www.nytimes.com/2022/04/11/world/europe/ukraine-russia-war-putin.html,1038906513,202204,3,RUS,UKR,3,-5.0
https://www.zerohedge.com/geopolitical/ex-cia-ray-mcgovern-corporate-media-deploys-big-guns-ukraine,1038925567,202204,4,RUS,UKR,3,-7.2
https://bdnews24.com/world/2022/04/12/far-from-defeated-putin-intends-to-escalate-war-in-ukraine,1038959204,202204,3,RUS,UKR,3,-5.0
https://www.zerohedge.com/geopolitical/ex-cia-ray-mcgovern-corporate-media-deploys-big-guns-ukraine,1038925566,202204,4,RUS,UKR,3,-7.2
https://www.nbclosangeles.com/news/business/money-report/ukraine-prepares-for-russian-offensive-in-the-east-west-working-to-confirm-reports-of-chemical-weapons-attack-follow-our-live-updates/2867880/,1038959113,202204,4,RUS,UKR,3,-7.2
https://www.asiaone.com/world/ukraine-seeks-mariupol-evacuation-talks-after-surrender-or-die-ultimatum-expires,1040422814,202204,3,RUS,UKR,3,-4.0
https://www.dnaindia.com/world/report-russia-tests-sarmat-intercontinental-ballistic-missile-can-carry-nuclear-warhead-10-features-putin-ukraine-war-2947530,1040455150,202204,4,RUS,UKR,3,-7.2
https://www.msn.com/en-au/lifestyle/smart-living/the-human-cost-of-the-war-in-ukraine/ar-AAWqmFL,1040398374,202204,4,RUS,UKR,3,-7.2
https://ground.news/article/britain-says-ukraine-forces-have-retaken-the-north,1037786428,202204,3,RUS,UKR,3,-5.0
https://ground.news/article/britain-says-ukraine-forces-have-retaken-the-north,1037786427,202204,3,RUS,UKR,3,-5.0
https://www.clintonherald.com/region/ukraine-leader-to-un-security-council-no-more-russia-veto/article_e258db9f-5330-5181-b2e7-07cd09ef82ae.html,1037889719,202204,3,RUS,UKR,3,-5.0
https://www.msn.com/en-gb/news/world/russia-ukraine-war-latest-news-zelenskiy-to-address-un-casts-doubt-on-meeting-putin-red-cross-team-detained-on-way-to-mariupol-released/ar-AAVRMVE,1037783224,202204,3,RUS,UKR,3,-5.0
https://www.telegraph.co.uk/world-news/2022/04/05/ukraine-morning-briefing-five-developments-russians-forced-retreat/,1037757113,202204,3,RUS,UKR,3,-5.0
https://www.msn.com/en-gb/news/world/russia-ukraine-war-zelenskiy-to-address-un-casts-doubt-on-meeting-putin-red-cross-team-detained-on-way-to-mariupol-released/ar-AAVRMVE,1037769522,202204,3,RUS,UKR,3,-5.0
https://www.telegraph.co.uk/world-news/2022/04/05/ukraine-morning-briefing-five-developments-russians-forced-retreat/,1037757114,202204,3,RUS,UKR,3,-5.0
https://www.msn.com/en-gb/news/world/russia-ukraine-war-latest-russian-foreign-minister-sergei-lavrov-says-mass-graves-are-a-blatantly-untruthful-provocation/ar-AAVRMVE,1037873515,202204,3,RUS,UKR,3,-5.0
https://www.presstv.ir/Detail/2022/04/05/679762/Russia-warns-Europe-worsening-ties-diplomats-expulsions,1037795844,202204,3,RUS,UKR,3,-5.0
https://www.msn.com/en-gb/news/world/russia-ukraine-war-latest-zelenskiy-tells-un-security-council-russia-wants-to-turn-ukrainians-into-silent-slaves-live/ar-AAVRMVE,1037871546,202204,3,RUS,UKR,3,-5.0
https://www.presstv.ir/Detail/2022/04/05/679762/Russia-warns-Europe-worsening-ties-diplomats-expulsions,1037795845,202204,3,RUS,UKR,3,-5.0
https://www.msn.com/en-gb/news/world/russia-ukraine-war-latest-civilians-were-directly-targeted-in-bucha-un-suggests-before-zelenskiy-address-live/ar-AAVRMVE,1037807561,202204,3,RUS,UKR,3,-5.0
https://www.msn.com/en-gb/news/world/russia-ukraine-war-zelenskiy-to-address-un-casts-doubt-on-meeting-putin-red-cross-team-detained-on-way-to-mariupol-released/ar-AAVRMVE,1037769521,202204,3,RUS,UKR,3,-5.0
https://www.understandingwar.org/backgrounder/russian-offensive-campaign-assessment-april-5,1037887960,202204,3,RUS,UKR,3,-4.0
https://www.understandingwar.org/backgrounder/russian-offensive-campaign-assessment-april-5,1037887958,202204,3,RUS,UKR,3,-4.0
https://www.msn.com/en-gb/news/world/russia-ukraine-war-latest-news-zelenskiy-to-address-un-casts-doubt-on-meeting-putin-ukraine-says-165-children-killed-since-invasion/ar-AAVRMVE,1037786429,202204,3,RUS,UKR,3,-5.0
https://www.mirror.co.uk/news/world-news/russian-troops-behind-bucha-massacre-26643288,1037864466,202204,3,RUS,UKR,3,-5.0
https://www.understandingwar.org/backgrounder/russian-offensive-campaign-assessment-april-5,1037887959,202204,3,RUS,UKR,3,-4.0
https://www.theatlantic.com/ideas/archive/2022/04/ukraine-neutrality-peace-agreement-finland/629473/,1037783075,202204,3,RUS,UKR,3,-4.0
https://blogs.timesofisrael.com/on-what-legal-basis-can-putin-be-summoned-to-the-international-criminal-court/,1037887961,202204,3,RUS,UKR,3,-4.0
https://blogs.timesofisrael.com/on-what-legal-basis-can-putin-be-summoned-to-the-international-criminal-court/,1037887962,202204,3,RUS,UKR,3,-4.0
https://www.thescottishsun.co.uk/news/8633815/ukraine-russia-war-live-updates-vladimir-putin-ww3/,1037132720,202204,3,RUS,UKR,3,-4.0
https://www.thescottishsun.co.uk/news/8633815/ukraine-russia-war-live-updates-vladimir-putin-ww3/,1037132721,202204,3,RUS,UKR,3,-4.0
http://www.msn.com/en-us/news/world/russia-ukraine-live-updates-russia-accuses-ukraine-of-striking-oil-depot-in-belgorod/ar-AAUXmAT,1037263108,202204,3,RUS,UKR,3,-4.0
http://www.msn.com/en-nz/news/world/russian-soldiers-leave-chernobyl-after-suffering-significant-doses-of-radiation-ukraine-says/ar-AAVJqKT,1037094972,202204,3,RUS,UKR,3,-5.0
http://www.msn.com/en-nz/news/world/russian-soldiers-leave-chernobyl-after-suffering-significant-doses-of-radiation-ukraine-says/ar-AAVJqKT,1037094973,202204,3,RUS,UKR,3,-5.0
http://www.msn.com/en-us/news/world/russia-ukraine-live-updates-some-russian-officials-disagreed-with-invasion-us-says/ar-AAUXmAT,1037097551,202204,3,RUS,UKR,3,-4.0
https://www.dailymail.co.uk/news/article-10674595/Ukraine-told-not-bully-Putin-amid-Russian-withdrawal-key-airfield-near-Kyiv.html,1037105411,202204,3,RUS,UKR,3,-5.0
https://www.vox.com/2022/4/1/23002085/peace-talks-ukraine-russia-war-turkey-neutrality,1037208982,202204,3,RUS,UKR,3,-5.0
https://www.vox.com/2022/4/1/23002085/peace-talks-ukraine-russia-war-turkey-neutrality,1037208983,202204,3,RUS,UKR,3,-5.0
http://www.msn.com/en-us/news/world/russia-ukraine-live-updates-some-russian-officials-disagreed-with-invasion-us-says/ar-AAUXmAT,1037097549,202204,3,RUS,UKR,3,-4.0
http://www.msn.com/en-us/news/world/russia-ukraine-live-updates-some-russian-officials-disagreed-with-invasion-us-says/ar-AAUXmAT,1037097550,202204,3,RUS,UKR,3,-4.0
http://www.msn.com/en-nz/news/world/russian-soldiers-leave-chernobyl-after-suffering-significant-doses-of-radiation-ukraine-says/ar-AAVJqKT,1037094971,202204,3,RUS,UKR,3,-5.0
https://www.dailymail.co.uk/news/article-10674595/Ukraine-told-not-bully-Putin-amid-Russian-withdrawal-key-airfield-near-Kyiv.html,1037105409,202204,3,RUS,UKR,3,-5.0
https://www.dailymail.co.uk/news/article-10674595/Ukraine-told-not-bully-Putin-amid-Russian-withdrawal-key-airfield-near-Kyiv.html,1037105410,202204,3,RUS,UKR,3,-5.0
https://www.nytimes.com/live/2022/04/27/world/ukraine-russia-war-news/in-a-strategy-shift-russia-is-making-slow-advances-in-eastern-ukraine-analysts-say,1041518819,202204,4,RUS,UKR,3,-7.2
https://www.jpost.com/business-and-innovation/article-705245,1041485546,202204,3,RUS,UKR,3,-4.0
https://www.nytimes.com/live/2022/04/27/world/ukraine-russia-war-news/in-a-strategy-shift-russia-is-making-slow-advances-in-eastern-ukraine-analysts-say,1041518818,202204,4,RUS,UKR,3,-7.2
https://www.nytimes.com/live/2022/04/27/world/ukraine-russia-war-news/in-a-strategy-shift-russia-is-making-slow-advances-in-eastern-ukraine-analysts-say,1041518827,202204,4,RUS,UKR,3,-7.2
https://thenationonlineng.net/the-nemesis-of-europe/,1040635471,202204,3,RUS,UKR,3,-4.0
https://thenationonlineng.net/the-nemesis-of-europe/,1040635472,202204,3,RUS,UKR,3,-4.0
https://www.dw.com/en/russia-says-it-seeks-full-control-of-southern-ukraine-access-to-moldovas-transnistria-region-live-updates/a-61551869,1040647205,202204,3,RUS,UKR,3,-4.0
https://www.dw.com/en/russia-says-it-seeks-full-control-of-southern-ukraine-access-to-moldovas-trans-dniester-region-live-updates/a-61551869,1040704932,202204,3,RUS,UKR,3,-4.0
https://www.dw.com/en/ukraine-zelenskyy-says-russia-rejected-easter-truce-as-putin-claims-mariupol-victory-live-updates/a-61551869,1040601334,202204,3,RUS,UKR,3,-4.0
https://www.foreignaffairs.com/articles/ukraine/2022-04-22/ukraine-can-win,1040618405,202204,3,RUS,UKR,3,-5.0
https://www.foreignaffairs.com/articles/ukraine/2022-04-22/ukraine-can-win,1040618414,202204,3,RUS,UKR,3,-5.0
https://www.dw.com/en/ukraine-zelenskyy-warns-russia-planning-independence-votes-for-occupied-regions-live-updates/a-61551869,1040621964,202204,3,RUS,UKR,3,-4.0
"https://www.novinite.com/articles/214833/Day+58+of+the+Invasion+of+Ukraine:+Moscow+rejected+the+Easter+Armistice,+New+Mass+Graves+near+Mariupol",1040645218,202204,3,RUS,UKR,3,-4.0
"https://www.novinite.com/articles/214833/Day+58+of+the+Invasion+of+Ukraine:+Moscow+rejected+the+Easter+Armistice,+New+Mass+Graves+near+Mariupol",1040645216,202204,3,RUS,UKR,3,-4.0
https://sputniknews.com/20220422/live-updates-ukrainian-forces-shell-two-settlements-in-lpr-with-grad-rocket-launcher-1094957416.html,1040630046,202204,4,RUS,UKR,3,-7.2
https://sputniknews.com/20220422/live-updates-ukrainian-forces-shell-two-settlements-in-lpr-with-grad-rocket-launcher-1094957416.html,1040630047,202204,4,RUS,UKR,3,-7.2
"https://www.novinite.com/articles/214833/Day+58+of+the+Invasion+of+Ukraine:+Moscow+rejected+the+Easter+Armistice,+New+Mass+Graves+near+Mariupol",1040645217,202204,3,RUS,UKR,3,-4.0
https://guardian.ng/news/why-nato-deal-isnt-worth-lives-of-ukrainians/,1038133231,202204,3,RUS,UKR,3,-5.0
https://guardian.ng/news/why-nato-deal-isnt-worth-lives-of-ukrainians/,1038133233,202204,3,RUS,UKR,3,-5.0
https://www.dailymail.co.uk/news/article-10696187/Ukraine-Senate-passes-bid-revive-World-War-II-program-helped-West-fight-Hitler.html,1038229961,202204,3,RUS,UKR,3,-5.0
https://guardian.ng/news/why-nato-deal-isnt-worth-lives-of-ukrainians/,1038133232,202204,3,RUS,UKR,3,-5.0
https://www.dailymail.co.uk/news/article-10694267/Ukraine-break-Russian-army-right-weapons-allies.html,1038116461,202204,3,RUS,UKR,3,-5.0
https://www.msn.com/en-us/news/world/the-ukraine-war-in-maps-russians-completely-withdraw-from-kyiv-and-chernihiv/ar-AAVXtZf,1038187715,202204,3,RUS,UKR,3,-4.0
https://www.dailymail.co.uk/news/article-10696187/Ukraine-Senate-passes-bid-revive-World-War-II-program-helped-West-fight-Hitler.html,1038229960,202204,3,RUS,UKR,3,-5.0
https://www.thescottishsun.co.uk/news/8681123/russia-ukrainian-village-civilians-war/,1038281928,202204,3,RUS,UKR,3,-5.0
https://www.thescottishsun.co.uk/news/8681123/russia-ukrainian-village-civilians-war/,1038281929,202204,3,RUS,UKR,3,-5.0
https://www.msn.com/en-us/news/world/the-ukraine-war-in-maps-russians-completely-withdraw-from-kyiv-and-chernihiv/ar-AAVXtZf,1038187716,202204,3,RUS,UKR,3,-4.0
https://www.dailymail.co.uk/news/article-10694267/Ukraine-break-Russian-army-right-weapons-allies.html,1038116462,202204,3,RUS,UKR,3,-5.0
https://www.westernfrontonline.com/article/2022/04/russia-ukraine-war-echos-at-western,1039619699,202204,3,RUS,UKR,3,-2.0
https://www.westernfrontonline.com/article/2022/04/russia-ukraine-war-echos-at-western,1039619713,202204,3,RUS,UKR,3,-2.0
https://www.westernfrontonline.com/article/2022/04/russia-ukraine-war-echos-at-western,1039619712,202204,3,RUS,UKR,3,-2.0
https://www.theguardian.com/world/2022/apr/15/putin-thought-ukraine-war-was-a-missile-to-nato-it-may-be-a-boomerang,1039576790,202204,3,RUS,UKR,3,-2.0
https://www.bignewsnetwork.com/news/272485433/ukraine-preparing-another-rocket-attack-on-civilians-russia-warns,1039621313,202204,3,RUS,UKR,3,-2.0
https://www.bignewsnetwork.com/news/272485433/ukraine-preparing-another-rocket-attack-on-civilians-russia-warns,1039621312,202204,3,RUS,UKR,3,-2.0
