YEAR,Actor2CountryCode,QuadClass,GoldsteinScale,Record Count
2008,ARG,1,-0.4,1
2008,ARG,2,-2,1
2008,ARM,4,-10,1
2008,ARM,1,0,0
2008,ARM,2,0,0
2008,ARM,3,0,0
2008,ATG,3,-2,1
2008,ATG,1,0,0
2008,ATG,2,0,0
2008,ATG,4,0,0
2008,AUS,2,-92,46
2008,AUS,1,-121.80000000000017,231
2008,AUS,3,-2252.5000000000036,587
2008,AUS,4,-3725.599999999999,501
2008,AUT,2,-2,1
2008,AUT,1,-3.8999999999999995,13
2008,AUT,4,-213.5,33
2008,AUT,3,-126.8,37
2008,AZE,4,-20,4
2008,AZE,1,0,0
2008,AZE,2,0,0
2008,AZE,3,0,0
2008,BEL,4,-733.5,96
2008,BEL,2,-28,14
2008,BEL,1,-9.4,27
2008,BEL,3,-415.19999999999993,119
2008,BGD,1,-1.6,4
2008,BGD,4,-233.29999999999998,39
2008,BGD,3,-108.4,47
2008,BGD,2,-8,4
2008,BGR,3,-8.5,2
2008,BGR,4,-9,2
2008,BGR,1,0,0
2008,BGR,2,0,0
2008,BHR,4,-15,3
2008,BHR,3,-4,1
2008,BHR,1,0,0
2008,BHR,2,0,0
2008,BIH,1,0,0
2008,BIH,2,0,0
2008,BIH,3,0,0
2008,BIH,4,0,0
2008,BLR,3,-13,2
2008,BLR,4,-15,3
2008,BLR,2,-6,3
2008,BLR,1,-1.2000000000000002,3
2008,BMU,3,-2,1
2008,BMU,4,-20,2
2008,BMU,1,0,0
2008,BMU,2,0,0
2008,BOL,3,-2,1
2008,BOL,4,-19.5,2
2008,BOL,1,0,0
2008,BOL,2,0,0
2008,BRA,1,-0.8,2
2008,BRA,2,-12,6
2008,BRA,4,-364.8999999999999,48
2008,BRA,3,-323.7,92
2008,BRN,4,-161.4,24
2008,BRN,3,-95.4,39
2008,BRN,2,-16,8
2008,BRN,1,-0.8,2
2008,BWA,3,-6,3
2008,BWA,4,-35,5
2008,BWA,1,-0.8,2
2008,BWA,2,0,0
2008,CAN,3,-1092.3999999999994,348
2008,CAN,2,-78,39
2008,CAN,1,-29.099999999999994,73
2008,CAN,4,-3545.7,456
2008,CHE,1,-2.6,10
2008,CHE,2,-68,34
2008,CHE,3,-555.3999999999999,137
2008,CHE,4,-591.2,81
2008,CHL,3,-28.8,9
2008,CHL,2,-2,1
2008,CHL,1,0,0
2008,CHL,4,0,0
2008,CMR,4,-58.800000000000004,8
2008,CMR,3,-6,3
2008,CMR,1,0,0
2008,CMR,2,0,0
2008,COD,1,-2.4,6
2008,COD,3,-16,6
2008,COD,2,-4,2
2008,COD,4,-67.4,10
2008,COG,2,-4,2
2008,COG,4,-84.8,10
2008,COG,3,-107.60000000000001,26
2008,COG,1,0,0
2008,COL,3,-23,4
2008,COL,4,-60.2,7
2008,COL,1,-0.8,2
2008,COL,2,0,0
2008,CRI,4,-60,13
2008,CRI,3,-85,28
2008,CRI,1,-0.8,2
2008,CRI,2,0,0
2008,CUB,2,-8,4
2008,CUB,3,-86.3,26
2008,CUB,1,-0.4,1
2008,CUB,4,-318.6,46
2008,CYM,3,-6,3
2008,CYM,4,-40,8
2008,CYM,1,0,0
2008,CYM,2,0,0
2008,CYP,3,-30,6
2008,CYP,4,-48,6
2008,CYP,1,0,0
2008,CYP,2,0,0
2008,CZE,2,-4,2
2008,CZE,1,-0.8,2
2008,CZE,4,-102,13
2008,CZE,3,-146.90000000000003,35
2008,DEU,1,-48.099999999999916,107
2008,DEU,2,-38,19
2008,DEU,3,-1840.900000000002,518
2008,DEU,4,-1125.8000000000002,188
2008,DJI,4,-50,5
2008,DJI,1,0,0
2008,DJI,2,0,0
2008,DJI,3,0,0
2008,DNK,2,-6,3
2008,DNK,3,-33.5,11
2008,DNK,4,-160.2,21
2008,DNK,1,-1.6,4
2008,DOM,3,-10,5
2008,DOM,1,0,0
2008,DOM,2,0,0
2008,DOM,4,0,0
2008,DZA,4,-60,7
2008,DZA,3,-22,8
2008,DZA,1,0,0
2008,DZA,2,0,0
2008,ECU,4,-10,2
2008,ECU,1,0,0
2008,ECU,2,0,0
2008,ECU,3,0,0
2008,EGY,4,-278.09999999999997,42
2008,EGY,3,-88,31
2008,EGY,2,-6,3
2008,EGY,1,-3.9999999999999996,10
2008,ESP,4,-323.4,50
2008,ESP,1,-3.1999999999999997,4
2008,ESP,3,-189,54
2008,ESP,2,0,0
2008,EST,3,-44.4,7
2008,EST,1,0,0
2008,EST,2,0,0
2008,EST,4,0,0
2008,ETH,4,-417.2,44
2008,ETH,1,-2,5
2008,ETH,3,-8,4
2008,ETH,2,0,0
2008,FIN,1,-1,4
2008,FIN,4,-45,9
2008,FIN,2,-6,3
2008,FIN,3,-39,12
2008,FJI,3,-163.3,31
2008,FJI,1,-2.6999999999999997,7
2008,FJI,4,-295,55
2008,FJI,2,-2,1
2008,FRA,4,-4677.799999999997,624
2008,FRA,3,-5516.8,1361
2008,FRA,1,-76.99999999999999,134
2008,FRA,2,-52,26
2008,FSM,4,-10,1
2008,FSM,3,-29,9
2008,FSM,1,-1,3
2008,FSM,2,0,0
2008,GAB,4,-69,11
2008,GAB,3,-4,2
2008,GAB,1,0,0
2008,GAB,2,0,0
2008,GBR,1,-114.2000000000002,206
2008,GBR,2,-110,55
2008,GBR,4,-4898.799999999999,631
2008,GBR,3,-3599.400000000003,950
2008,GEO,3,-4,2
2008,GEO,1,0,0
2008,GEO,2,0,0
2008,GEO,4,0,0
2008,GHA,3,-26.4,6
2008,GHA,1,-6.4,4
2008,GHA,4,-59,10
2008,GHA,2,0,0
2008,GIN,3,-6,2
2008,GIN,1,-0.4,1
2008,GIN,2,0,0
2008,GIN,4,0,0
2008,GNB,1,0,0
2008,GNB,2,0,0
2008,GNB,3,0,0
2008,GNB,4,0,0
2008,GRC,2,-6,3
2008,GRC,3,-2517.699999999997,439
2008,GRC,4,-3530,442
2008,GRC,1,0,0
2008,GUY,4,-40,6
2008,GUY,3,-4,2
2008,GUY,1,0,0
2008,GUY,2,0,0
2008,HKG,3,-48.2,18
2008,HKG,4,-20,2
2008,HKG,2,-2,1
2008,HKG,1,0,0
2008,HND,3,-10,2
2008,HND,1,0,0
2008,HND,2,0,0
2008,HND,4,0,0
2008,HRV,1,-4.2,4
2008,HRV,3,-22,7
2008,HRV,4,-35,6
2008,HRV,2,0,0
2008,HTI,1,-1.1,3
2008,HTI,3,-17.3,4
2008,HTI,4,-20,4
2008,HTI,2,0,0
2008,HUN,3,-32,10
2008,HUN,1,0,0
2008,HUN,2,0,0
2008,HUN,4,0,0
2008,IDN,3,-336.6,90
2008,IDN,4,-850.3000000000001,135
2008,IDN,2,-32,16
2008,IDN,1,-6.800000000000001,9
2008,IND,2,-34,17
2008,IND,4,-1998.1000000000015,258
2008,IND,1,-65.39999999999995,95
2008,IND,3,-1676.9000000000008,438
2008,IRL,2,-24,12
2008,IRL,3,-96.30000000000001,25
2008,IRL,4,-488.2,71
2008,IRL,1,-8.8,10
2008,IRN,4,-1360.1,188
2008,IRN,2,-10,5
2008,IRN,3,-965.2999999999995,239
2008,IRN,1,-26.69999999999999,69
2008,IRQ,1,-6.600000000000001,17
2008,IRQ,4,-910,99
2008,IRQ,3,-197,54
2008,IRQ,2,-4,2
2008,ISL,1,-0.3,1
2008,ISL,3,-6.5,1
2008,ISL,2,0,0
2008,ISL,4,0,0
2008,ISR,1,-6.199999999999999,18
2008,ISR,2,-30,15
2008,ISR,3,-234.70000000000002,68
2008,ISR,4,-510.9,67
2008,ITA,4,-582.5999999999999,86
2008,ITA,1,-4.5,12
2008,ITA,2,-16,8
2008,ITA,3,-278.9,79
2008,JAM,2,-2,1
2008,JAM,4,-73.4,13
2008,JAM,1,0,0
2008,JAM,3,0,0
2008,JOR,2,-4,2
2008,JOR,3,-4,2
2008,JOR,4,-40,5
2008,JOR,1,0,0
2008,JPN,3,-5028.600000000001,1469
2008,JPN,2,-296,148
2008,JPN,4,-4451.399999999998,595
2008,JPN,1,-155.1000000000004,312
2008,KAZ,4,-55,11
2008,KAZ,3,-89.60000000000002,26
2008,KAZ,2,-6,3
2008,KAZ,1,0,0
2008,KEN,4,-715.1000000000001,94
2008,KEN,3,-165.5,37
2008,KEN,2,-18,9
2008,KEN,1,-3.6,5
2008,KGZ,2,-6,3
2008,KGZ,1,-4.800000000000001,4
2008,KGZ,4,-228.9,35
2008,KGZ,3,-239.90000000000003,59
2008,KHM,2,-6,3
2008,KHM,3,-36.4,17
2008,KHM,1,-2.8,7
2008,KHM,4,-177,27
2008,KOR,2,-124,62
2008,KOR,3,-1063.3999999999996,304
2008,KOR,1,-17.500000000000004,45
2008,KOR,4,-2101.5000000000005,273
2008,KWT,4,-20,4
2008,KWT,3,-6,2
2008,KWT,1,0,0
2008,KWT,2,0,0
2008,LAO,3,-39.8,16
2008,LAO,4,-41,6
2008,LAO,1,0,0
2008,LAO,2,0,0
2008,LBN,2,-12,6
2008,LBN,1,-1.6,4
2008,LBN,4,-187,23
2008,LBN,3,-50,17
2008,LBR,4,-32,7
2008,LBR,1,-0.8,2
2008,LBR,3,-27,6
2008,LBR,2,0,0
2008,LKA,2,-8,4
2008,LKA,4,-301.5,36
2008,LKA,1,-0.4,1
2008,LKA,3,-36,8
2008,LTU,1,0,0
2008,LTU,2,0,0
2008,LTU,3,0,0
2008,LTU,4,0,0
2008,LUX,4,-18,2
2008,LUX,1,0,0
2008,LUX,2,0,0
2008,LUX,3,0,0
2008,LVA,4,-24,3
2008,LVA,3,-15,3
2008,LVA,1,0,0
2008,LVA,2,0,0
2008,MAC,2,-4,2
2008,MAC,4,-54.5,8
2008,MAC,3,-57.39999999999999,12
2008,MAC,1,0,0
2008,MAR,1,0,0
2008,MAR,2,0,0
2008,MAR,3,0,0
2008,MAR,4,0,0
2008,MDA,1,0,0
2008,MDA,2,0,0
2008,MDA,3,0,0
2008,MDA,4,0,0
2008,MDG,2,-26,13
2008,MDG,4,-8,2
2008,MDG,1,0,0
2008,MDG,3,0,0
2008,MEX,4,-137.7,16
2008,MEX,2,-4,2
2008,MEX,1,-0.8,2
2008,MEX,3,-80.80000000000001,29
2008,MKD,4,-5,1
2008,MKD,1,0,0
2008,MKD,2,0,0
2008,MKD,3,0,0
2008,MLI,3,-6,3
2008,MLI,4,-10,2
2008,MLI,1,0,0
2008,MLI,2,0,0
2008,MLT,3,-5,1
2008,MLT,1,0,0
2008,MLT,2,0,0
2008,MLT,4,0,0
2008,MMR,2,-16,8
2008,MMR,1,-2.4,7
2008,MMR,3,-573.6,143
2008,MMR,4,-627,92
2008,MNE,1,0,0
2008,MNE,2,0,0
2008,MNE,3,0,0
2008,MNE,4,0,0
2008,MNG,4,-290.5,37
2008,MNG,3,-77.5,18
2008,MNG,1,-2.8,3
2008,MNG,2,-52,26
2008,MOZ,3,-40,10
2008,MOZ,1,-0.8,2
2008,MOZ,2,-8,4
2008,MOZ,4,0,0
2008,MUS,3,-2,1
2008,MUS,4,-5,1
2008,MUS,1,0,0
2008,MUS,2,0,0
2008,MWI,1,-0.8,2
2008,MWI,4,-41.5,8
2008,MWI,3,-105.5,24
2008,MWI,2,0,0
2008,MYS,4,-1372.8000000000002,212
2008,MYS,1,-20.400000000000002,43
2008,MYS,3,-527.7999999999998,169
2008,MYS,2,-66,33
2008,NAM,2,-8,4
2008,NAM,1,-0.6,2
2008,NAM,4,-154,19
2008,NAM,3,-61.5,19
2008,NER,3,-8.4,2
2008,NER,1,0,0
2008,NER,2,0,0
2008,NER,4,0,0
2008,NGA,2,-6,3
2008,NGA,4,-403.1,47
2008,NGA,3,-112.8,34
2008,NGA,1,-1,4
2008,NIC,3,-30,6
2008,NIC,1,-2.4,2
2008,NIC,2,0,0
2008,NIC,4,0,0
2008,NLD,2,-12,6
2008,NLD,4,-238.4,34
2008,NLD,3,-285.9,86
2008,NLD,1,-1.8000000000000003,5
2008,NOR,4,-101,18
2008,NOR,3,-31.4,7
2008,NOR,1,-0.9,3
2008,NOR,2,-2,1
2008,NPL,2,-10,5
2008,NPL,1,-43.69999999999998,42
2008,NPL,3,-3832.8000000000034,734
2008,NPL,4,-2787.5999999999976,402
2008,NZL,2,-18,9
2008,NZL,4,-1138.8000000000002,148
2008,NZL,1,-11.400000000000002,22
2008,NZL,3,-576.7999999999997,174
2008,OMN,3,-15,3
2008,OMN,1,0,0
2008,OMN,2,0,0
2008,OMN,4,0,0
2008,PAK,2,-32,16
2008,PAK,3,-1122.7,292
2008,PAK,1,-34.69999999999997,91
2008,PAK,4,-1893.6000000000004,227
2008,PAN,3,-16,5
2008,PAN,4,-99.2,10
2008,PAN,1,0,0
2008,PAN,2,0,0
2008,PER,3,-52,17
2008,PER,4,-92.2,14
2008,PER,1,-1.6,4
2008,PER,2,0,0
2008,PHL,2,-132,66
2008,PHL,3,-957.9999999999997,279
2008,PHL,1,-61.499999999999964,77
2008,PHL,4,-1259.4000000000005,193
2008,PNG,4,-75.5,10
2008,PNG,3,-32,8
2008,PNG,1,0,0
2008,PNG,2,0,0
2008,POL,1,-4.5,8
2008,POL,3,-364.69999999999993,87
2008,POL,4,-230,32
2008,POL,2,-8,4
2008,PRK,3,-1072.6,264
2008,PRK,4,-1980.3000000000004,260
2008,PRK,2,-58,29
2008,PRK,1,-21.99999999999999,53
2008,PRT,3,-26.5,7
2008,PRT,4,-30,6
2008,PRT,1,-0.4,1
2008,PRT,2,-6,3
2008,PRY,1,-1.2,4
2008,PRY,3,-34,11
2008,PRY,4,-24,6
2008,PRY,2,0,0
2008,QAT,3,-25,8
2008,QAT,4,-19,4
2008,QAT,1,-2,1
2008,QAT,2,0,0
2008,ROM,1,0,0
2008,ROM,2,0,0
2008,ROM,3,0,0
2008,ROM,4,0,0
2008,RUS,2,-92,46
2008,RUS,3,-3701.100000000005,1091
2008,RUS,1,-116.60000000000018,282
2008,RUS,4,-4474.299999999997,566
2008,RWA,4,-39,6
2008,RWA,3,-14.8,5
2008,RWA,1,0,0
2008,RWA,2,0,0
2008,SAU,4,-107,17
2008,SAU,2,-8,4
2008,SAU,1,-3.0999999999999996,8
2008,SAU,3,-106.60000000000001,27
2008,SDN,1,-50.89999999999993,83
2008,SDN,2,-34,17
2008,SDN,4,-3737.8999999999946,430
2008,SDN,3,-1665.8,489
2008,SEN,3,-8.8,2
2008,SEN,4,-13,2
2008,SEN,1,0,0
2008,SEN,2,0,0
2008,SGP,2,-12,6
2008,SGP,1,-9.300000000000002,20
2008,SGP,3,-488.00000000000006,149
2008,SGP,4,-684.7,108
2008,SLE,4,-10,2
2008,SLE,3,-25.5,6
2008,SLE,1,0,0
2008,SLE,2,0,0
2008,SLV,3,-9,3
2008,SLV,1,-0.1,1
2008,SLV,4,-5,1
2008,SLV,2,0,0
2008,SOM,4,-1391.4,153
2008,SOM,3,-186.4000000000001,59
2008,SOM,2,-18,9
2008,SOM,1,-0.8,2
2008,SRB,4,-10,1
2008,SRB,1,-4.8,12
2008,SRB,3,-221,52
2008,SRB,2,0,0
2008,SUR,4,-49.2,9
2008,SUR,3,-4,2
2008,SUR,1,0,0
2008,SUR,2,0,0
2008,SVK,1,-0.4,1
2008,SVK,3,-10,2
2008,SVK,4,-35,4
2008,SVK,2,0,0
2008,SVN,1,0,0
2008,SVN,2,0,0
2008,SVN,3,0,0
2008,SVN,4,0,0
2008,SWE,3,-58,16
2008,SWE,4,-234.5,31
2008,SWE,1,-3.9999999999999996,11
2008,SWE,2,-2,1
2008,SYR,3,-95.39999999999999,32
2008,SYR,4,-41.4,5
2008,SYR,1,-0.4,1
2008,SYR,2,-6,3
2008,TCD,2,-2,1
2008,TCD,4,-106,25
2008,TCD,1,-0.6,2
2008,TCD,3,-45.4,10
2008,TGO,4,-16,3
2008,TGO,1,0,0
2008,TGO,2,0,0
2008,TGO,3,0,0
2008,THA,2,-34,17
2008,THA,3,-565.9999999999999,129
2008,THA,4,-892.7000000000002,124
2008,THA,1,-12.700000000000003,25
2008,TJK,2,-4,2
2008,TJK,1,-0.8,2
2008,TJK,3,-111.9,38
2008,TJK,4,-262.99999999999994,38
2008,TKM,4,-25,3
2008,TKM,3,-34.8,9
2008,TKM,1,-2.4,6
2008,TKM,2,0,0
2008,TTO,2,-8,4
2008,TTO,4,-10,1
2008,TTO,3,-7,2
2008,TTO,1,0,0
2008,TUN,3,-2,1
2008,TUN,1,0,0
2008,TUN,2,0,0
2008,TUN,4,0,0
2008,TUR,4,-240,29
2008,TUR,1,-2.4,6
2008,TUR,3,-376,78
2008,TUR,2,-2,1
2008,TZA,4,-105,17
2008,TZA,2,-4,2
2008,TZA,3,-8,2
2008,TZA,1,0,0
2008,UGA,2,-4,2
2008,UGA,3,-14,4
2008,UGA,4,-125,27
2008,UGA,1,0,0
2008,UKR,4,-70.1,9
2008,UKR,2,-6,3
2008,UKR,1,-0.8,2
2008,UKR,3,-56.8,18
2008,URY,4,-8,1
2008,URY,3,-16,4
2008,URY,1,0,0
2008,URY,2,0,0
2008,USA,2,-1914,957
2008,USA,3,-15692.299999999945,4570
2008,USA,4,-20757.200000000026,2893
2008,USA,1,-526.9999999999993,1144
2008,UZB,3,-100.80000000000001,37
2008,UZB,4,-160.5,25
2008,UZB,2,-6,3
2008,UZB,1,-0.4,1
2008,VEN,2,-30,15
2008,VEN,1,-1.9000000000000004,5
2008,VEN,4,-163.2,20
2008,VEN,3,-46,17
2008,VNM,3,-711.3999999999997,217
2008,VNM,2,-36,18
2008,VNM,1,-16.800000000000004,23
2008,VNM,4,-2170.1,251
2008,VUT,3,-15,3
2008,VUT,1,0,0
2008,VUT,2,0,0
2008,VUT,4,0,0
2008,YEM,2,-6,3
2008,YEM,4,-420.99999999999994,53
2008,YEM,3,-39.199999999999996,10
2008,YEM,1,-0.8,2
2008,ZAF,2,-10,5
2008,ZAF,1,-1.7000000000000002,8
2008,ZAF,3,-252.4,60
2008,ZAF,4,-331.69999999999993,46
2008,ZMB,3,-118.60000000000002,31
2008,ZMB,4,-259,39
2008,ZMB,1,0,0
2008,ZMB,2,0,0
2008,ZWE,3,-1093.1999999999998,245
2008,ZWE,1,-22.699999999999992,63
2008,ZWE,4,-1181.0000000000002,156
2008,ZWE,2,-4,2
2009,AFG,2,-34,17
2009,AFG,1,-40.799999999999955,67
2009,AFG,3,-598.9999999999999,145
2009,AFG,4,-2062.1000000000004,250
2009,AGO,4,-264.79999999999984,37
2009,AGO,1,-0.4,1
2009,AGO,3,-2,1
2009,AGO,2,0,0
2009,ARE,2,-2,1
2009,ARE,1,-14.800000000000002,21
2009,ARE,3,-155.70000000000002,43
2009,ARE,4,-392.79999999999995,62
2009,ARG,1,-8.400000000000004,21
2009,ARG,3,-185,48
2009,ARG,4,-242,42
2009,ARG,2,-22,11
2009,ARM,4,-25,3
2009,ARM,1,-1.8,6
2009,ARM,3,-14,6
2009,ARM,2,0,0
2009,ATG,3,-10,2
2009,ATG,1,0,0
2009,ATG,2,0,0
2009,ATG,4,0,0
2009,AUS,2,-640,320
2009,AUS,3,-7168.099999999981,2135
2009,AUS,1,-275.30000000000024,435
2009,AUS,4,-7937.199999999995,1222
2009,AUT,3,-26,9
2009,AUT,4,-205,26
2009,AUT,1,0,0
2009,AUT,2,0,0
2009,AZE,4,-119,16
2009,AZE,1,-0.8,2
2009,AZE,3,-22.5,7
2009,AZE,2,0,0
2009,BEL,3,-358.7999999999999,117
2009,BEL,2,-20,10
2009,BEL,4,-432.2,63
2009,BEL,1,-14.900000000000002,18
2009,BGD,4,-402.5,51
2009,BGD,2,-12,6
2009,BGD,3,-489.90000000000003,112
2009,BGD,1,-9.200000000000001,15
2009,BGR,1,-0.8999999999999999,3
2009,BGR,2,-6,3
2009,BGR,3,-80.7,20
2009,BGR,4,-10,2
2009,BHR,3,-17,4
2009,BHR,4,-49.5,6
2009,BHR,2,-2,1
2009,BHR,1,0,0
2009,BIH,1,0,0
2009,BIH,2,0,0
2009,BIH,3,0,0
2009,BIH,4,0,0
2009,BLR,3,-15,6
2009,BLR,4,-19.5,2
2009,BLR,1,0,0
2009,BLR,2,0,0
2009,BMU,3,-8,2
2009,BMU,1,-0.6,2
2009,BMU,4,-148.5,29
2009,BMU,2,0,0
2009,BOL,4,-55,6
2009,BOL,3,-48,12
2009,BOL,1,-0.4,1
2009,BOL,2,0,0
2009,BRA,2,-68,34
2009,BRA,4,-716,103
2009,BRA,1,-19.000000000000004,44
2009,BRA,3,-604.2999999999998,168
2009,BRN,4,-793.1000000000001,98
2009,BRN,3,-195.3,59
2009,BRN,1,-8.700000000000001,18
2009,BRN,2,-14,7
2009,BWA,1,-1.6,4
2009,BWA,3,-14,5
2009,BWA,4,-64.5,11
2009,BWA,2,0,0
2009,CAN,2,-164,82
2009,CAN,3,-1742.1000000000004,521
2009,CAN,1,-61.299999999999926,135
2009,CAN,4,-2782.1,426
2009,CHE,3,-713.8999999999996,193
2009,CHE,1,-8.700000000000001,20
2009,CHE,2,-30,15
2009,CHE,4,-936.9000000000001,141
2009,CHL,4,-74,11
2009,CHL,3,-37,14
2009,CHL,1,-0.8,2
2009,CHL,2,0,0
2009,CMR,4,-198,26
2009,CMR,1,0,0
2009,CMR,2,0,0
2009,CMR,3,0,0
2009,COD,1,-0.4,1
2009,COD,3,-18.4,6
2009,COD,4,-74.2,9
2009,COD,2,0,0
2009,COG,4,-240,26
2009,COG,1,0,0
2009,COG,2,0,0
2009,COG,3,0,0
2009,COL,4,-142.60000000000002,23
2009,COL,1,-0.7,2
2009,COL,2,-4,2
2009,COL,3,-53,13
2009,CRI,3,-49,23
2009,CRI,2,-4,2
2009,CRI,4,-29,6
2009,CRI,1,0,0
2009,CUB,4,-383,54
2009,CUB,3,-98,27
2009,CUB,1,-2.6999999999999997,7
2009,CUB,2,-34,17
2009,CYM,3,-12,3
2009,CYM,2,-2,1
2009,CYM,1,-0.3,1
2009,CYM,4,-20,2
2009,CYP,3,-43,14
2009,CYP,2,-2,1
2009,CYP,4,-70,11
2009,CYP,1,0,0
2009,CZE,2,-12,6
2009,CZE,1,-10.4,18
2009,CZE,3,-343.5,86
2009,CZE,4,-44,6
2009,DEU,3,-1589.500000000001,468
2009,DEU,1,-44.59999999999997,73
2009,DEU,4,-2068.4,290
2009,DEU,2,-64,32
2009,DJI,4,-14.4,2
2009,DJI,1,0,0
2009,DJI,2,0,0
2009,DJI,3,0,0
2009,DNK,4,-854.5,96
2009,DNK,1,-28.19999999999999,49
2009,DNK,3,-1030.1999999999998,283
2009,DNK,2,-20,10
2009,DOM,4,-15,2
2009,DOM,1,0,0
2009,DOM,2,0,0
2009,DOM,3,0,0
2009,DZA,4,-2101.5,213
2009,DZA,3,-217.1,46
2009,DZA,1,-1.6,4
2009,DZA,2,0,0
2009,ECU,3,-53.9,11
2009,ECU,4,-58,12
2009,ECU,1,-3.4,5
2009,ECU,2,0,0
2009,EGY,1,-12.4,15
2009,EGY,2,-10,5
2009,EGY,4,-239,39
2009,EGY,3,-213,51
2009,ESP,1,-11.100000000000003,28
2009,ESP,4,-718.5,100
2009,ESP,2,-60,30
2009,ESP,3,-222.4,71
2009,EST,4,-14.5,2
2009,EST,1,0,0
2009,EST,2,0,0
2009,EST,3,0,0
2009,ETH,3,-34,13
2009,ETH,4,-785,83
2009,ETH,2,-4,2
2009,ETH,1,0,0
2009,FIN,3,-108.5,34
2009,FIN,4,-230,25
2009,FIN,1,-8.000000000000002,20
2009,FIN,2,-8,4
2009,FJI,4,-186.2,25
2009,FJI,2,-2,1
2009,FJI,3,-24,9
2009,FJI,1,-2.6999999999999997,7
2009,FRA,2,-102,51
2009,FRA,1,-62.89999999999993,100
2009,FRA,4,-2695.5,396
2009,FRA,3,-4925.699999999998,1275
2009,FSM,1,-2.3,6
2009,FSM,3,-27.5,10
2009,FSM,4,-65.4,8
2009,FSM,2,-2,1
2009,GAB,4,-28.8,4
2009,GAB,1,-1.2000000000000002,3
2009,GAB,3,-17,4
2009,GAB,2,0,0
2009,GBR,1,-221.1000000000004,365
2009,GBR,4,-12548.300000000005,1838
2009,GBR,2,-500,250
2009,GBR,3,-6948.299999999996,2109
2009,GEO,1,0,0
2009,GEO,2,0,0
2009,GEO,3,0,0
2009,GEO,4,0,0
2009,GHA,1,-6.9,10
2009,GHA,2,-12,6
2009,GHA,3,-124.30000000000001,29
2009,GHA,4,-198.5,35
2009,GIN,1,-4,2
2009,GIN,2,-2,1
2009,GIN,3,-37.3,12
2009,GIN,4,-58,12
2009,GNB,4,-57.60000000000001,6
2009,GNB,3,-14,2
2009,GNB,2,-4,2
2009,GNB,1,0,0
2009,GRC,2,-4,2
2009,GRC,1,-2,5
2009,GRC,4,-248.4,30
2009,GRC,3,-91.3,17
2009,GUY,3,-14,7
2009,GUY,2,-2,1
2009,GUY,1,-2.8,3
2009,GUY,4,0,0
2009,HKG,4,-52,8
2009,HKG,3,-87.5,33
2009,HKG,1,-1.9,5
2009,HKG,2,-4,2
2009,HND,4,-9,2
2009,HND,3,-50,8
2009,HND,1,0,0
2009,HND,2,0,0
2009,HRV,4,-36.5,5
2009,HRV,3,-29.5,6
2009,HRV,1,0,0
2009,HRV,2,0,0
2009,HTI,2,-28,14
2009,HTI,3,-28,9
2009,HTI,1,-2.8,7
2009,HTI,4,-122.5,19
2009,HUN,2,-18,9
2009,HUN,1,-0.4,1
2009,HUN,4,-141,19
2009,HUN,3,-42,19
2009,IDN,1,-17.200000000000006,38
2009,IDN,3,-819.3999999999995,231
2009,IDN,4,-1612.8000000000004,208
2009,IDN,2,-34,17
2009,IND,4,-4313.099999999997,514
2009,IND,3,-3184.4000000000005,931
2009,IND,1,-97.20000000000003,178
2009,IND,2,-90,45
2009,IRL,2,-14,7
2009,IRL,3,-138.7,40
2009,IRL,4,-667.5,101
2009,IRL,1,0,0
2009,IRN,2,-78,39
2009,IRN,4,-3642.6000000000004,466
2009,IRN,1,-43.999999999999936,128
2009,IRN,3,-3224.300000000004,850
2009,IRQ,1,-1.2000000000000002,3
2009,IRQ,3,-127.30000000000004,36
2009,IRQ,2,-4,2
2009,IRQ,4,-883.5000000000002,112
2009,ISL,3,-41,7
2009,ISL,1,0,0
2009,ISL,2,0,0
2009,ISL,4,0,0
2009,ISR,3,-467.9,144
2009,ISR,1,-24.399999999999988,68
2009,ISR,2,-20,10
2009,ISR,4,-1074,137
2009,ITA,2,-14,7
2009,ITA,4,-1368.9000000000003,191
2009,ITA,1,-26.199999999999992,32
2009,ITA,3,-813.8999999999997,226
2009,JAM,4,-63,9
2009,JAM,3,-29.9,7
2009,JAM,2,-4,2
2009,JAM,1,0,0
2009,JOR,4,-94.60000000000001,13
2009,JOR,3,-162.20000000000007,47
2009,JOR,1,-0.8,2
2009,JOR,2,0,0
2009,JPN,3,-5857.099999999995,1807
2009,JPN,1,-223.00000000000048,441
2009,JPN,4,-8040.499999999994,1100
2009,JPN,2,-294,147
2009,KAZ,1,-8.700000000000001,24
2009,KAZ,3,-417,122
2009,KAZ,2,-18,9
2009,KAZ,4,-1196.5000000000005,171
2009,KEN,4,-463.5,82
2009,KEN,1,-3.6,5
2009,KEN,3,-201.6,53
2009,KEN,2,-10,5
2009,KGZ,1,-3.9999999999999996,10
2009,KGZ,3,-192,64
2009,KGZ,4,-873.6,135
2009,KGZ,2,-12,6
2009,KHM,3,-556.3,154
2009,KHM,2,-16,8
2009,KHM,1,-27.199999999999992,37
2009,KHM,4,-637,112
2009,KOR,1,-52.799999999999905,112
2009,KOR,2,-150,75
2009,KOR,4,-4502.799999999998,631
2009,KOR,3,-1825.8000000000004,493
2009,KWT,3,-15,3
2009,KWT,2,-38,19
2009,KWT,4,-20,3
2009,KWT,1,0,0
2009,LAO,2,-6,3
2009,LAO,1,-2.8,7
2009,LAO,4,-171.5,25
2009,LAO,3,-65.3,14
